,Town,Tiong Bahru,Jurong,Woodlands,Paya Lebar,Serangoon,Buona,Punggol,Toa Payoh,CBD,Bishan,Tampines,Tuas,CCK,Bishan->Serangoon,Serangoon->Bishan,Bishan->Woodlands,Woodlands->Bishan,Bishan->Toa Payoh,Toa Payoh->Bishan,Bishan->Buona,Buona->Bishan,Woodlands->CCK,CCK->Woodlands,CCK->Jurong,Jurong->CCK,Jurong->Tuas,Tuas->Jurong,Jurong->Buona,Buona->Jurong,Tiong Bahru->Serangoon,Serangoon->Tiong Bahru,Serangoon->Punggol,Punggol->Serangoon,Toa Payoh->Town,Town->Toa Payoh,Town->CBD,CBD->Town,Serangoon->Paya Lebar,Paya Lebar->Serangoon,CBD->Paya Lebar,Paya Lebar->CBD,Paya Lebar->Tampines,Tampines->Paya Lebar,Buona->Tiong Bahru,Tiong Bahru->Buona,Tiong Bahru->CBD,CBD->Tiong Bahru
2020-01-01 14:05:00,1257,743,931,202,276,409,1291,127,46,3223,292,362,122,113,0,0,126,90,0,0,45,28,18,16,14,24,25,7,33,20,5,15,33,8,1,0,0,1,16,15,13,11,20,5,9,8,0,0
2020-01-01 14:10:00,1258,748,928,227,275,409,1298,143,52,3217,266,367,127,127,0,0,106,82,0,0,44,35,20,11,8,19,28,4,28,20,3,17,35,4,2,1,0,7,10,5,12,11,28,3,8,7,0,0
2020-01-01 14:15:00,1267,756,922,237,276,396,1304,158,56,3214,256,381,139,137,0,0,103,60,0,0,39,32,27,14,4,14,26,2,16,26,1,14,37,2,2,0,0,1,17,3,10,9,27,1,9,5,0,0
2020-01-01 14:20:00,1270,767,924,264,284,390,1302,177,58,3213,243,395,146,149,0,0,88,37,0,0,33,28,27,14,3,10,26,1,8,27,0,9,37,1,2,0,0,0,12,4,12,3,23,0,8,5,0,0
2020-01-01 14:25:00,1271,776,928,284,286,382,1303,195,65,3209,230,408,155,165,0,0,70,22,0,0,24,24,25,11,2,8,23,0,5,23,0,9,34,0,1,0,1,0,11,4,10,0,22,0,9,5,0,0
2020-01-01 14:30:00,1271,784,933,298,290,380,1303,214,71,3206,221,418,165,177,0,0,57,9,0,0,15,16,24,9,0,6,19,0,4,23,0,6,28,0,0,1,0,0,9,0,8,0,25,0,5,5,0,0
2020-01-01 14:35:00,1271,781,934,320,289,378,1299,229,74,3205,206,430,172,192,0,0,38,3,0,0,12,13,17,6,0,2,20,0,3,25,0,6,27,0,0,0,0,0,5,0,10,0,27,0,2,4,0,0
2020-01-01 14:40:00,1271,776,939,336,288,371,1295,242,75,3204,195,443,178,203,0,0,23,2,0,0,10,8,13,4,0,0,21,0,2,23,0,6,24,0,1,0,0,1,7,0,11,0,24,0,1,3,0,0
2020-01-01 14:45:00,1273,777,943,340,293,367,1296,256,77,3201,186,457,184,208,0,0,18,1,0,0,6,7,13,3,0,1,22,0,1,16,0,3,18,0,0,0,0,1,4,0,9,0,18,0,0,1,0,0
2020-01-01 14:50:00,1274,776,946,346,294,363,1295,266,77,3198,182,467,192,215,0,0,13,0,0,0,3,5,9,1,0,1,22,0,0,10,0,2,15,0,0,0,0,2,2,0,6,0,16,0,1,1,0,0
2020-01-01 14:55:00,1276,778,944,348,295,359,1294,274,78,3196,180,475,199,222,0,0,9,0,0,0,1,3,6,0,0,0,22,0,0,9,0,1,8,0,0,0,0,0,6,0,4,0,13,0,0,0,0,0
2020-01-01 15:00:00,1276,778,942,350,297,357,1291,281,80,3196,179,483,206,225,0,0,5,0,0,0,0,2,5,0,0,0,22,0,0,8,0,0,3,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0
2020-01-01 15:05:00,1276,778,943,352,296,358,1290,282,80,3195,179,488,214,228,0,0,2,0,0,0,0,0,3,0,0,0,17,0,0,5,0,0,3,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0
2020-01-01 15:10:00,1276,778,944,353,294,359,1290,284,80,3195,177,494,221,230,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0
2020-01-01 15:15:00,1276,778,941,352,295,358,1290,285,80,3195,177,497,228,231,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2020-01-01 15:20:00,1276,778,941,352,294,357,1290,286,80,3195,177,500,231,232,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-01 15:25:00,1276,778,941,352,294,357,1290,287,80,3195,177,500,234,233,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-01 15:30:00,1276,778,941,352,294,357,1290,288,80,3195,177,501,238,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 15:35:00,1276,778,941,352,294,357,1290,288,80,3195,177,501,238,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 15:40:00,1276,778,941,352,294,357,1290,288,80,3195,177,501,238,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 15:45:00,1276,778,941,352,294,357,1290,288,80,3195,177,501,238,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 15:50:00,1276,778,941,352,294,357,1290,288,80,3195,177,501,238,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 15:55:00,1276,777,941,352,294,357,1290,288,80,3196,177,500,238,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-01-01 16:00:00,1268,783,940,352,293,358,1283,288,80,3180,176,500,238,233,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,1,0,0,0,0,4,4,4,0,0,5,1,0,1,1,0,0,0
2020-01-01 16:05:00,1246,794,929,352,290,355,1260,286,84,3111,177,496,234,233,0,0,1,0,0,0,0,15,0,0,0,4,1,4,7,11,6,0,0,2,0,8,18,25,1,2,31,2,1,4,3,7,0,0
2020-01-01 16:10:00,1243,801,909,352,292,353,1248,286,92,3060,174,491,232,233,0,0,4,0,0,0,0,24,0,0,0,9,3,6,22,16,9,0,2,2,0,8,20,22,2,3,51,2,1,9,3,16,0,0
2020-01-01 16:15:00,1246,789,907,352,320,358,1263,286,95,3049,177,490,232,237,0,0,4,0,0,0,1,26,0,0,0,9,3,7,21,13,11,0,2,0,1,15,4,6,0,1,40,1,3,7,0,24,0,0
2020-01-01 16:20:00,1236,776,913,352,334,356,1290,288,103,3036,189,490,232,240,0,0,6,0,0,0,2,24,0,2,0,8,4,3,6,14,10,0,0,0,0,17,0,3,0,11,25,0,8,2,2,18,0,0
2020-01-01 16:25:00,1226,772,913,353,332,375,1291,288,113,3023,201,493,234,241,0,0,8,0,0,0,2,20,0,5,0,11,2,1,1,23,5,0,0,0,0,12,1,0,0,12,17,1,11,0,1,12,0,0
2020-01-01 16:30:00,1219,765,916,358,324,383,1279,288,115,3019,213,498,235,241,0,0,11,0,0,0,2,16,0,7,0,10,2,0,3,31,2,0,8,0,0,7,0,0,0,7,11,2,16,0,3,9,0,0
2020-01-01 16:35:00,1216,763,924,360,320,389,1272,288,111,3015,215,504,236,245,0,0,19,0,0,0,1,16,1,7,0,7,2,0,4,30,0,0,14,0,0,3,0,0,0,5,8,1,16,0,2,6,0,0
2020-01-01 16:40:00,1215,761,930,365,317,393,1268,296,105,3015,214,514,236,244,0,0,26,0,0,0,0,15,2,7,0,10,5,0,3,26,0,0,10,0,0,1,0,2,0,2,5,0,11,0,0,2,0,0
2020-01-01 16:45:00,1216,760,932,371,315,390,1263,302,104,3014,216,520,237,248,0,0,30,0,0,0,0,8,1,5,0,13,9,0,1,20,0,0,9,0,0,1,0,0,0,0,2,1,10,0,1,1,0,0
2020-01-01 16:50:00,1215,760,933,380,313,390,1259,306,103,3012,215,525,238,254,0,0,30,0,0,0,0,4,1,2,0,12,14,0,0,12,0,0,7,0,0,1,0,0,0,0,2,1,8,0,1,2,0,0
2020-01-01 16:55:00,1214,760,926,388,312,390,1256,311,104,3009,209,529,240,261,0,0,27,0,0,0,0,3,2,1,0,11,17,1,3,7,1,0,5,0,0,0,1,0,0,0,5,0,5,1,1,0,0,0
2020-01-01 17:00:00,1197,758,905,396,309,391,1227,313,104,2961,207,527,245,267,0,0,19,1,0,0,0,11,2,0,0,16,15,1,15,13,10,0,4,0,0,9,8,13,0,1,26,1,4,6,10,8,0,0
2020-01-01 17:05:00,1129,787,836,398,301,385,1155,314,115,2761,205,508,244,274,0,0,13,5,0,0,1,43,2,0,0,30,15,8,58,40,24,0,1,2,0,38,43,68,5,7,105,5,4,26,21,24,0,0
2020-01-01 17:10:00,1086,811,794,398,321,373,1100,310,149,2570,213,484,244,285,0,0,10,9,0,0,3,67,3,0,0,36,14,13,78,64,47,2,4,7,0,56,55,66,5,8,175,8,2,47,32,51,0,0
2020-01-01 17:15:00,1082,800,794,403,413,378,1143,308,185,2519,228,469,244,304,0,0,12,9,0,0,5,83,2,2,0,31,11,16,47,55,53,2,4,7,0,51,19,23,3,10,148,5,6,43,16,67,0,0
2020-01-01 17:20:00,1051,773,816,404,481,398,1186,312,203,2492,262,468,248,316,0,0,20,8,0,0,6,87,0,8,0,30,7,11,17,49,48,2,1,2,0,49,5,8,2,33,87,5,22,18,15,50,0,0
2020-01-01 17:25:00,1022,757,814,407,476,449,1184,312,212,2464,318,474,253,323,0,0,31,4,0,0,5,71,0,13,1,36,9,5,3,67,34,2,6,0,0,37,0,1,1,43,56,11,46,1,13,39,0,0
2020-01-01 17:30:00,1002,744,821,416,440,509,1164,313,212,2448,350,490,253,329,0,0,49,0,0,0,3,58,0,15,2,36,14,2,5,80,11,0,24,0,0,21,0,1,0,40,45,12,54,0,10,27,0,0
2020-01-01 17:35:00,993,730,838,429,420,528,1145,318,204,2439,360,520,255,341,0,0,71,0,0,0,1,49,1,17,1,30,19,0,7,79,4,0,54,0,0,10,0,0,0,16,40,9,49,0,3,20,0,0
2020-01-01 17:40:00,987,717,850,443,410,521,1132,337,195,2433,354,544,262,346,0,0,91,0,0,0,0,39,4,19,0,30,26,0,4,69,0,0,71,0,0,6,0,2,0,7,32,6,46,0,4,13,0,0
2020-01-01 17:45:00,986,708,857,462,413,502,1118,372,186,2422,352,569,267,354,0,0,112,0,0,0,0,25,5,18,0,30,35,0,3,57,0,0,62,0,0,3,0,4,0,4,25,3,33,0,2,11,0,0
2020-01-01 17:50:00,990,706,862,490,411,499,1109,408,181,2412,334,590,274,367,0,0,120,0,0,0,0,15,5,13,0,30,39,0,2,45,0,0,41,0,0,0,0,0,1,1,22,1,25,0,0,7,0,0
2020-01-01 17:55:00,985,705,859,526,413,497,1102,434,181,2397,321,600,287,381,0,0,104,0,0,0,0,8,4,8,0,28,39,1,2,32,0,0,25,0,0,1,4,3,1,0,18,1,24,2,2,5,0,0
2020-01-01 18:00:00,934,706,813,554,409,492,1041,449,183,2277,310,601,295,398,0,0,84,1,0,0,0,23,6,4,0,39,39,7,27,43,15,0,18,0,0,27,27,40,1,3,62,5,18,14,18,17,0,0
2020-01-01 18:05:00,802,765,684,576,387,470,879,451,212,1860,315,562,296,412,0,0,56,7,0,0,2,70,13,1,0,74,41,17,106,111,52,1,14,8,0,92,80,132,6,15,233,11,19,62,51,55,0,0
2020-01-01 18:10:00,730,803,560,598,421,448,752,452,295,1427,330,523,295,443,0,0,35,11,0,0,5,127,12,0,0,98,40,31,173,171,104,4,14,15,1,106,98,152,10,20,390,17,19,96,58,116,0,0
2020-01-01 18:15:00,654,765,556,607,483,456,792,453,354,1194,365,505,302,494,0,0,35,13,0,0,13,166,6,4,1,82,36,32,141,169,135,4,13,12,1,131,64,125,6,32,496,15,25,76,38,149,0,0
2020-01-01 18:20:00,640,729,567,614,589,494,860,457,411,1068,433,494,309,528,0,0,47,13,0,0,17,188,3,21,4,82,35,28,76,163,129,6,14,9,0,115,25,45,5,47,467,11,34,48,34,141,0,0
2020-01-01 18:25:00,561,668,585,620,510,579,856,462,433,971,534,508,319,539,0,0,71,7,0,0,19,182,4,38,5,98,40,16,38,179,96,5,23,4,0,115,9,20,4,65,553,20,51,22,33,138,0,0
2020-01-01 18:30:00,504,633,602,644,480,680,869,471,457,921,629,524,329,569,0,0,109,3,0,0,19,156,4,42,2,95,46,9,22,192,45,2,42,0,0,76,1,5,2,49,587,19,50,4,24,83,0,0
2020-01-01 18:35:00,464,596,623,676,580,713,824,485,450,898,690,559,341,593,0,0,157,1,0,0,11,138,3,48,0,94,57,3,18,208,14,4,75,0,0,45,0,3,1,33,483,12,25,0,19,56,0,0
2020-01-01 18:40:00,443,568,632,713,597,706,781,513,425,868,729,574,359,615,0,0,208,0,0,0,8,112,7,53,0,93,63,0,10,218,5,2,92,0,0,24,0,6,3,57,417,8,41,0,11,39,0,0
2020-01-01 18:45:00,438,551,645,765,622,741,742,560,398,852,722,584,375,643,0,0,262,0,0,0,6,78,9,47,0,86,70,0,8,208,1,2,86,0,0,11,0,3,1,51,335,3,63,0,9,23,0,0
2020-01-01 18:50:00,436,536,667,833,665,756,711,605,385,831,693,615,398,677,0,0,291,0,0,0,3,49,8,38,0,80,73,0,7,169,0,2,87,0,0,5,0,5,2,44,230,4,71,0,5,19,0,0
2020-01-01 18:55:00,434,530,675,909,702,768,692,646,380,816,669,646,422,709,0,0,280,0,0,0,3,29,10,29,0,85,75,0,2,128,0,0,83,0,0,5,2,3,1,37,119,2,96,1,3,9,0,0
2020-01-01 19:00:00,418,530,685,949,694,778,659,691,383,762,642,679,445,744,0,0,282,2,0,0,2,26,12,21,0,81,82,0,5,75,2,1,70,1,0,10,9,16,3,20,71,0,125,7,6,12,0,0
2020-01-01 19:05:00,351,548,633,998,658,762,585,726,394,599,626,720,466,793,0,0,262,4,0,0,1,41,8,11,0,86,84,5,26,71,18,3,67,3,0,42,41,55,2,17,99,2,129,22,21,21,0,0
2020-01-01 19:10:00,329,561,573,1044,647,756,529,757,432,450,619,767,487,832,0,0,231,8,0,0,2,60,3,5,0,85,76,10,56,85,33,3,59,4,0,37,40,49,2,8,153,3,102,37,17,49,0,0
2020-01-01 19:15:00,305,541,553,1151,695,745,541,788,447,366,628,817,513,883,0,0,128,10,0,0,4,70,7,4,0,67,59,14,53,73,44,5,45,5,0,54,19,26,2,13,148,2,65,32,15,63,0,0
2020-01-01 19:20:00,267,520,560,1203,754,754,576,812,474,294,652,851,540,912,0,0,87,8,0,0,6,72,10,8,0,52,43,10,26,67,49,5,26,4,0,52,12,13,3,31,117,5,38,18,14,55,0,0
2020-01-01 19:25:00,238,499,555,1231,765,800,578,831,491,250,689,873,556,942,0,0,68,7,0,0,7,64,9,15,0,44,35,7,15,82,35,3,17,2,0,37,5,10,1,43,91,7,34,9,10,45,0,0
2020-01-01 19:30:00,223,487,565,1255,762,854,567,837,491,231,720,885,569,957,0,0,62,3,0,0,9,52,9,16,1,42,32,3,9,88,20,3,27,1,0,24,1,2,4,34,56,8,46,4,12,29,0,0
2020-01-01 19:35:00,209,477,581,1281,752,884,550,848,483,217,729,905,581,978,0,0,68,1,0,0,7,49,7,15,2,36,28,2,7,85,9,1,42,0,0,16,0,1,0,25,36,7,52,2,3,24,0,0
2020-01-01 19:40:00,202,459,593,1295,734,888,532,864,482,213,726,931,591,990,0,0,89,1,0,0,5,42,9,17,1,37,31,0,6,79,2,0,54,0,0,8,0,3,0,16,29,3,48,0,4,16,0,0
2020-01-01 19:45:00,201,453,604,1310,729,877,525,890,479,200,727,957,601,1001,0,0,106,0,0,0,4,29,12,20,0,31,41,0,2,62,0,0,52,0,0,4,0,0,0,11,26,2,32,0,1,11,0,0
2020-01-01 19:50:00,200,447,607,1333,727,876,513,918,474,194,713,979,609,1018,0,0,119,0,0,0,2,18,8,18,0,28,49,0,2,49,0,0,41,0,0,1,0,0,0,3,22,1,21,0,4,6,0,0
2020-01-01 19:55:00,199,447,607,1370,732,869,502,942,471,186,704,989,622,1029,0,0,112,0,0,0,2,9,2,15,0,36,42,0,1,39,0,0,26,0,1,1,0,0,2,1,17,1,18,0,2,4,0,0
2020-01-01 20:00:00,195,448,606,1409,733,865,493,959,470,167,696,998,642,1047,0,0,92,0,0,0,3,5,2,7,0,35,31,0,0,24,1,0,16,0,0,4,1,4,0,0,21,1,16,2,4,3,0,0
2020-01-01 20:05:00,183,457,590,1446,733,863,465,968,475,125,685,1002,658,1066,0,0,68,0,0,0,3,11,3,1,0,28,27,0,7,24,3,0,13,0,0,9,7,9,1,3,34,0,15,5,7,6,0,0
2020-01-01 20:10:00,172,461,576,1472,740,864,454,975,484,88,677,1008,664,1083,0,0,45,0,0,0,3,17,3,1,0,25,24,0,14,25,10,0,10,0,0,13,7,12,0,2,38,0,12,6,3,12,0,0
2020-01-01 20:15:00,167,454,578,1487,753,862,459,981,491,68,679,1013,672,1096,0,0,28,0,0,0,4,22,8,1,0,18,21,1,9,16,15,0,8,0,0,11,6,8,0,6,25,1,11,4,2,15,0,0
2020-01-01 20:20:00,160,445,575,1496,755,866,465,985,493,55,688,1017,684,1108,0,0,17,1,0,0,3,23,9,3,0,10,15,1,4,17,16,0,7,0,0,12,3,5,0,10,20,1,12,3,4,12,0,0
2020-01-01 20:25:00,153,443,571,1501,749,879,460,989,496,45,699,1021,687,1117,0,0,13,1,0,0,3,16,6,4,1,8,17,1,4,22,14,0,5,0,0,9,3,3,0,8,19,0,15,3,6,9,0,0
2020-01-01 20:30:00,148,442,574,1507,752,893,456,992,495,37,707,1028,693,1122,0,0,12,1,0,0,2,13,4,4,1,9,13,0,3,23,8,0,7,0,0,8,0,3,0,6,14,1,11,1,2,8,0,0
2020-01-01 20:35:00,145,437,581,1510,750,897,453,994,497,31,711,1036,699,1126,0,0,15,1,0,0,1,11,3,5,0,8,10,0,1,21,3,0,13,0,0,6,0,0,0,8,12,1,6,0,1,7,0,0
2020-01-01 20:40:00,142,434,584,1513,748,899,451,999,495,27,715,1039,704,1131,0,0,23,0,0,0,1,8,3,4,0,7,7,0,2,18,1,0,14,0,0,2,1,1,0,4,9,0,7,0,2,5,0,0
2020-01-01 20:45:00,141,430,585,1519,747,894,450,1007,492,26,717,1042,706,1133,0,0,27,0,0,0,0,6,1,4,0,10,8,0,2,13,1,0,13,0,0,2,0,0,0,3,8,0,8,0,2,3,0,0
2020-01-01 20:50:00,141,431,585,1524,746,899,448,1013,490,24,714,1046,709,1137,0,0,29,0,0,0,0,3,0,4,0,9,10,0,0,12,0,0,10,0,0,0,0,0,0,0,7,0,8,0,0,1,0,0
2020-01-01 20:55:00,141,427,582,1533,749,899,445,1020,487,22,712,1050,711,1142,0,0,28,0,0,0,0,1,0,2,0,5,14,0,0,10,0,0,6,0,0,0,0,0,0,0,5,0,6,0,0,3,0,0
2020-01-01 21:00:00,141,425,585,1543,747,899,445,1023,486,21,708,1054,714,1145,0,0,21,0,0,0,0,1,1,1,0,5,12,0,0,5,0,0,5,0,0,0,0,0,0,1,5,0,5,0,1,1,0,0
2020-01-01 21:05:00,141,425,584,1551,748,899,443,1026,486,20,706,1056,719,1146,0,0,15,0,0,0,0,1,1,1,0,5,9,0,0,5,0,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0
2020-01-01 21:10:00,141,425,583,1557,749,899,441,1028,486,19,705,1059,725,1150,0,0,10,0,0,0,0,1,0,1,0,3,5,0,0,5,0,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
2020-01-01 21:15:00,141,425,585,1562,750,899,440,1030,486,18,706,1061,726,1152,0,0,5,0,0,0,0,0,1,0,0,1,5,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
2020-01-01 21:20:00,141,425,586,1564,750,900,440,1030,486,18,705,1062,728,1153,0,0,2,0,0,0,0,0,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2020-01-01 21:25:00,141,425,585,1565,751,899,440,1030,486,18,705,1063,730,1154,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-01 21:30:00,141,425,584,1566,750,899,440,1030,486,18,705,1064,731,1156,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-01 21:35:00,141,425,583,1566,750,899,440,1031,486,18,705,1064,731,1157,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-01 21:40:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,732,1157,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 21:45:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,733,1157,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 21:50:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 21:55:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:00:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:05:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:10:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:15:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:20:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:25:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:30:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:35:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:40:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:45:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:50:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:55:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:00:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:05:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:10:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:15:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:20:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:25:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:30:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:35:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:40:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:45:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:50:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:55:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:00:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:05:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
