,Serangoon,Tuas,CBD,Buona,Paya Lebar,CCK,Jurong,Tampines,Town,Punggol,Woodlands,Tiong Bahru,Bishan,Toa Payoh,Bishan->Serangoon,Serangoon->Bishan,Bishan->Woodlands,Woodlands->Bishan,Bishan->Toa Payoh,Toa Payoh->Bishan,Bishan->Buona,Buona->Bishan,Woodlands->CCK,CCK->Woodlands,CCK->Jurong,Jurong->CCK,Jurong->Tuas,Tuas->Jurong,Jurong->Buona,Buona->Jurong,Tiong Bahru->Serangoon,Serangoon->Tiong Bahru,Serangoon->Punggol,Punggol->Serangoon,Toa Payoh->Town,Town->Toa Payoh,Town->CBD,CBD->Town,Serangoon->Paya Lebar,Paya Lebar->Serangoon,CBD->Paya Lebar,Paya Lebar->CBD,Paya Lebar->Tampines,Tampines->Paya Lebar,Buona->Tiong Bahru,Tiong Bahru->Buona
2020-01-01 14:30:00,372,149,3205,1361,292,159,912,369,1258,187,272,722,239,64,0,0,94,38,0,0,51,43,24,10,3,10,25,1,12,20,1,15,38,1,2,0,0,1,17,4,1,0,25,0,3,0
2020-01-01 14:35:00,359,156,3205,1363,297,170,909,382,1261,210,300,731,229,69,0,0,74,24,0,0,41,38,19,12,1,5,25,0,12,24,0,12,28,0,4,0,0,0,15,3,0,0,22,0,0,0
2020-01-01 14:40:00,359,164,3205,1361,300,183,908,394,1264,225,321,733,216,70,0,0,50,13,0,0,36,28,19,10,0,2,26,0,10,27,0,12,19,0,4,0,1,0,17,1,0,0,21,0,1,0
2020-01-01 14:45:00,351,174,3206,1368,305,191,914,404,1268,238,338,739,204,72,0,0,34,6,0,0,25,24,22,3,0,0,23,0,4,24,0,7,19,0,2,0,0,0,12,0,0,0,23,0,0,0
2020-01-01 14:50:00,349,181,3206,1366,307,201,920,415,1269,244,347,741,195,74,0,0,22,2,0,0,15,18,18,3,0,0,24,0,0,20,0,6,21,0,2,0,1,0,9,0,0,0,22,0,2,0
2020-01-01 14:55:00,343,190,3207,1360,308,211,920,427,1271,257,354,746,186,78,0,0,13,0,0,0,11,15,13,2,0,0,25,0,0,18,0,3,17,0,0,0,0,0,7,0,0,0,18,0,0,0
2020-01-01 15:00:00,339,197,3207,1359,308,219,923,437,1270,265,355,748,176,82,0,0,9,0,0,0,6,12,11,0,0,0,25,0,0,14,0,1,16,0,0,0,1,0,5,0,0,0,15,0,0,0
2020-01-01 15:05:00,339,205,3208,1359,309,224,926,445,1269,274,355,748,172,80,0,0,6,0,0,0,3,8,9,0,0,0,22,0,0,10,0,1,10,0,2,0,1,0,4,0,0,0,11,0,0,0
2020-01-01 15:10:00,337,215,3209,1358,308,230,925,452,1271,281,356,749,172,80,0,0,3,0,0,0,2,3,5,0,0,0,19,0,0,6,0,0,7,0,0,0,0,0,3,0,0,0,9,0,0,0
2020-01-01 15:15:00,335,222,3209,1358,308,233,925,456,1270,284,356,749,171,80,0,0,1,0,0,0,1,0,4,0,0,0,16,0,0,3,0,0,5,0,0,0,1,0,5,0,0,0,8,0,0,0
2020-01-01 15:20:00,334,227,3210,1357,310,235,923,461,1270,288,356,749,168,81,0,0,0,0,0,0,1,0,3,0,0,0,15,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,6,0,0,0
2020-01-01 15:25:00,331,234,3210,1357,308,237,923,464,1270,289,355,749,167,81,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,2,0,0,2,0,1,0,0,0,3,0,0,0,6,0,0,0
2020-01-01 15:30:00,330,238,3210,1357,308,238,924,467,1271,291,355,749,166,81,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0
2020-01-01 15:35:00,330,242,3210,1357,308,239,925,470,1270,291,355,749,166,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0
2020-01-01 15:40:00,330,243,3211,1357,307,239,924,473,1270,292,355,749,166,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2020-01-01 15:45:00,330,243,3211,1357,307,239,924,474,1270,292,355,749,166,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-01-01 15:50:00,330,243,3211,1357,307,239,924,475,1270,292,355,749,166,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 15:55:00,330,244,3211,1356,307,239,924,475,1270,292,355,749,166,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 16:00:00,330,244,3190,1348,305,239,921,472,1265,292,354,742,166,81,0,0,0,0,0,0,0,6,1,0,0,1,1,0,1,3,3,0,0,0,0,4,1,13,0,2,8,0,0,3,0,4
2020-01-01 16:05:00,327,242,3124,1330,303,239,905,467,1250,292,353,736,170,85,0,0,0,1,0,0,1,17,1,0,0,6,2,2,11,13,8,0,0,0,0,22,6,34,0,1,41,0,1,8,1,1
2020-01-01 16:10:00,326,238,3073,1303,313,241,893,463,1259,290,352,723,171,106,0,0,1,2,0,0,2,34,0,0,0,10,2,6,20,21,17,0,0,2,0,23,2,29,0,1,61,0,1,9,1,5
2020-01-01 16:15:00,325,239,3053,1308,344,245,896,463,1266,290,352,721,184,117,0,0,2,2,0,0,3,35,0,1,0,7,2,6,14,19,19,0,0,2,0,21,1,14,0,7,36,0,0,5,0,1
2020-01-01 16:20:00,338,240,3050,1310,360,249,902,463,1255,290,352,719,200,120,0,0,5,2,0,0,6,33,0,2,0,7,2,4,5,12,18,0,0,0,0,25,0,1,0,12,11,0,4,1,2,0
2020-01-01 16:25:00,354,240,3048,1306,344,248,907,463,1237,290,353,721,216,127,0,0,10,1,0,0,9,27,0,4,0,10,3,0,2,7,13,2,3,0,0,19,0,0,1,18,5,0,11,0,1,0
2020-01-01 16:30:00,377,241,3047,1301,332,252,901,467,1227,290,355,722,235,126,0,0,17,0,0,0,14,15,0,4,0,13,3,0,2,3,4,2,8,0,0,10,0,0,4,10,3,0,13,0,2,0
2020-01-01 16:35:00,385,242,3047,1299,332,255,899,474,1222,293,359,724,232,119,0,0,25,0,0,0,18,16,0,3,0,12,2,0,2,1,2,6,9,0,0,5,0,0,4,4,1,0,8,0,0,0
2020-01-01 16:40:00,377,243,3047,1300,332,262,893,480,1219,298,362,724,223,112,0,0,35,0,0,0,23,15,1,3,0,7,3,0,2,2,0,8,15,0,0,3,0,0,4,1,0,0,6,0,0,0
2020-01-01 16:45:00,370,244,3047,1302,333,262,892,482,1218,302,367,726,216,105,0,0,42,0,0,0,26,11,3,5,0,5,2,0,1,3,0,10,14,0,1,1,0,0,3,1,0,0,6,0,0,0
2020-01-01 16:50:00,372,244,3047,1306,334,265,893,486,1219,313,373,726,208,101,0,0,45,0,0,0,22,7,5,5,0,2,2,0,0,4,0,10,5,0,0,0,0,0,2,0,0,0,4,0,0,0
2020-01-01 16:55:00,370,246,3043,1306,334,269,894,488,1217,316,385,729,202,98,0,0,39,0,0,0,22,6,4,1,0,0,1,0,0,5,1,7,3,0,0,1,1,1,4,0,3,0,4,0,0,0
2020-01-01 17:00:00,365,245,2968,1288,332,271,880,485,1199,318,395,719,199,99,0,0,32,1,0,0,14,18,4,1,0,4,1,1,12,15,8,6,4,0,0,18,1,49,0,3,30,0,5,5,0,5
2020-01-01 17:05:00,357,240,2752,1188,324,272,831,463,1159,315,400,679,196,116,0,0,24,1,0,0,7,80,10,1,0,15,8,6,46,58,34,4,5,4,1,71,18,126,7,7,118,0,7,29,3,18
2020-01-01 17:10:00,347,233,2541,1125,347,279,788,444,1168,313,403,628,210,179,0,0,17,3,0,0,8,124,14,0,0,25,13,14,69,91,73,4,3,9,0,93,25,122,4,15,198,1,4,46,5,15
2020-01-01 17:15:00,359,229,2468,1120,446,296,809,442,1174,314,401,614,247,232,0,0,20,5,0,0,7,149,10,1,0,26,14,17,48,75,86,4,2,6,0,108,8,49,1,13,156,1,7,28,2,6
2020-01-01 17:20:00,377,235,2444,1127,514,312,831,440,1121,315,405,611,310,277,0,0,23,4,0,0,16,154,5,5,1,29,14,13,17,45,83,4,4,1,0,100,2,8,0,46,74,0,23,8,0,2
2020-01-01 17:25:00,452,241,2432,1109,486,320,836,446,1055,316,408,613,409,297,0,0,40,4,0,0,28,115,4,10,2,41,13,5,8,23,57,5,6,0,0,74,0,1,3,56,38,0,43,3,1,0
2020-01-01 17:30:00,545,242,2424,1095,447,327,825,462,1017,319,415,614,466,286,0,0,64,2,0,0,47,85,3,17,2,45,19,1,7,11,18,9,19,0,0,39,0,1,7,44,20,1,51,1,3,0
2020-01-01 17:35:00,566,249,2420,1090,430,343,812,489,997,322,425,618,484,253,0,0,96,0,0,0,74,66,3,21,1,38,14,0,7,6,4,19,35,0,0,21,0,0,21,23,11,1,39,0,2,0
2020-01-01 17:40:00,558,254,2419,1093,431,354,805,513,988,338,443,621,461,225,0,0,130,0,0,0,93,53,4,21,0,24,11,0,6,6,0,26,50,0,3,9,0,0,13,8,6,0,34,0,0,0
2020-01-01 17:45:00,532,261,2418,1099,425,360,798,528,986,357,472,624,442,200,0,0,151,0,0,0,104,34,4,24,0,13,6,0,4,8,0,33,49,0,2,5,0,0,16,5,3,0,37,0,0,0
2020-01-01 17:50:00,520,263,2417,1111,429,358,800,547,986,388,505,628,403,185,0,0,163,0,0,0,100,21,8,24,0,6,5,0,2,14,0,33,31,0,2,2,0,1,14,0,1,0,32,0,1,0
2020-01-01 17:55:00,517,265,2409,1125,430,363,801,564,983,405,545,636,367,177,0,0,144,0,0,0,88,17,17,14,0,1,5,0,1,24,2,22,21,1,2,5,1,5,9,1,3,0,27,1,0,2
2020-01-01 18:00:00,506,264,2263,1100,421,367,770,568,933,413,582,624,344,176,0,0,120,3,0,0,67,37,25,5,0,9,8,3,28,41,18,15,15,6,3,51,6,96,10,4,54,0,27,11,3,4
2020-01-01 18:05:00,486,248,1790,909,402,379,658,540,865,415,610,536,336,226,0,0,90,7,0,0,51,139,27,2,0,36,21,20,112,131,86,5,19,11,0,135,32,280,8,20,250,0,27,51,7,33
2020-01-01 18:10:00,486,234,1320,770,429,400,540,504,839,413,633,440,350,337,0,0,59,11,0,0,44,245,28,1,0,58,34,36,184,208,160,2,16,15,0,194,36,357,12,31,420,1,23,91,6,33
2020-01-01 18:15:00,501,232,1043,742,558,437,558,487,644,419,637,384,413,428,0,0,54,13,0,0,33,313,28,4,1,54,45,40,149,189,202,4,10,15,0,246,17,495,9,40,427,1,23,80,7,18
2020-01-01 18:20:00,553,242,897,746,586,472,589,480,631,422,649,361,519,445,0,0,58,12,0,0,44,350,19,13,1,62,54,27,78,141,208,4,11,7,0,239,8,456,7,76,437,0,38,47,2,9
2020-01-01 18:25:00,696,254,844,694,565,491,603,488,725,428,660,357,664,491,0,0,85,8,0,0,62,316,10,26,2,88,66,14,40,91,146,12,19,1,0,191,5,261,6,77,427,0,56,22,9,0
2020-01-01 18:30:00,831,270,829,651,670,519,581,512,806,433,676,366,749,499,0,0,125,4,0,0,86,283,7,31,3,101,72,7,23,60,73,22,51,0,0,214,1,23,15,69,278,1,46,6,7,0
2020-01-01 18:35:00,884,293,820,611,705,552,558,543,634,447,705,375,761,540,0,0,169,2,0,0,125,300,4,36,1,90,67,3,19,38,29,33,85,0,2,244,0,1,30,88,147,3,50,1,5,0
2020-01-01 18:40:00,903,320,815,608,725,581,539,558,526,484,738,381,835,546,0,0,203,0,0,0,162,248,6,46,0,65,57,0,12,23,7,47,106,0,4,220,0,0,31,89,33,2,77,0,3,0
2020-01-01 18:45:00,912,342,814,610,658,596,525,593,477,532,787,392,854,592,0,0,252,0,0,0,188,204,16,50,0,43,41,0,9,20,1,51,118,0,0,108,0,0,38,67,9,0,100,0,1,0
2020-01-01 18:50:00,916,360,811,622,627,600,519,635,450,590,849,404,888,568,0,0,278,0,0,0,213,142,23,52,0,24,30,0,6,26,0,55,113,0,3,27,0,2,29,27,4,0,106,0,1,0
2020-01-01 18:55:00,900,376,806,644,608,619,522,692,440,650,915,418,884,482,0,0,304,0,0,0,227,82,29,36,0,10,18,1,1,36,0,52,99,0,0,14,1,2,27,15,4,0,84,1,1,0
2020-01-01 19:00:00,899,381,764,649,606,630,516,734,415,701,978,423,793,428,0,0,327,3,0,0,221,73,35,17,0,10,20,2,6,56,5,43,82,2,3,22,5,27,25,5,19,0,61,7,1,6
2020-01-01 19:05:00,870,383,582,607,604,647,476,755,367,743,1050,400,735,417,0,0,298,5,0,0,211,70,41,11,0,21,21,7,45,93,35,36,65,6,1,60,18,111,29,11,92,0,45,21,5,6
2020-01-01 19:10:00,873,384,407,552,625,670,455,761,384,778,1066,385,666,454,0,0,298,7,0,0,180,114,52,5,0,25,32,10,69,126,61,22,46,5,3,79,16,112,24,11,157,0,39,34,4,9
2020-01-01 19:15:00,866,390,299,562,706,705,471,770,389,805,1086,374,646,493,0,0,291,7,0,0,137,139,48,4,0,17,40,11,51,133,77,14,34,3,1,97,13,65,23,13,140,0,40,30,1,9
2020-01-01 19:20:00,869,397,231,554,761,738,504,782,338,821,1157,374,670,534,0,0,231,4,0,0,102,157,34,8,1,24,44,7,31,126,77,8,27,3,1,112,5,43,17,38,97,0,51,18,2,2
2020-01-01 19:25:00,933,413,194,537,767,754,525,801,294,838,1209,379,720,573,0,0,173,2,0,0,80,148,45,13,3,37,51,3,16,113,48,6,21,1,3,86,2,18,9,56,62,0,55,9,2,1
2020-01-01 19:30:00,993,429,178,507,742,781,542,830,254,848,1244,380,792,575,0,0,142,0,0,0,71,117,62,12,3,42,58,1,7,94,24,13,31,0,0,59,2,5,14,50,37,0,54,3,4,0
2020-01-01 19:35:00,1041,441,174,485,722,823,550,855,220,859,1262,386,814,552,0,0,144,0,0,0,73,99,60,12,1,37,77,0,3,71,8,17,48,0,1,39,0,0,15,35,19,0,54,1,2,0
2020-01-01 19:40:00,1040,464,170,472,706,869,555,884,201,879,1285,388,818,529,0,0,146,0,0,0,91,75,46,16,0,28,77,0,3,48,3,28,64,0,0,20,0,0,15,24,10,0,46,0,0,0
2020-01-01 19:45:00,1035,487,168,473,694,897,554,909,190,907,1316,391,801,503,0,0,147,0,0,0,102,54,31,23,0,16,81,0,2,33,2,31,61,0,2,11,0,0,19,11,6,0,43,0,0,0
2020-01-01 19:50:00,1022,518,167,475,699,918,553,930,186,943,1337,399,769,483,0,0,158,0,0,0,111,34,31,25,0,4,68,0,1,29,0,27,47,0,0,5,1,0,17,5,3,0,35,0,0,0
2020-01-01 19:55:00,1015,541,167,481,703,926,552,952,182,968,1380,405,735,466,0,0,153,0,0,0,107,20,30,18,0,4,58,0,0,29,0,23,35,0,2,4,0,1,14,1,1,0,27,0,0,0
2020-01-01 20:00:00,1006,568,156,494,703,943,556,965,180,990,1414,408,710,464,0,0,133,0,0,0,88,14,27,10,0,4,36,0,4,30,7,12,21,0,1,3,2,5,10,2,6,1,26,0,0,1
2020-01-01 20:05:00,1003,584,114,492,703,957,549,977,169,1002,1436,406,687,461,0,0,105,1,0,0,72,16,37,3,0,4,25,2,16,41,13,6,15,1,1,12,5,22,8,1,28,1,21,2,0,2
2020-01-01 20:10:00,998,595,78,489,709,974,550,987,175,1010,1464,396,672,469,0,0,77,2,0,0,44,21,37,0,0,4,18,4,19,53,22,3,14,1,0,11,6,23,7,2,41,0,15,4,1,5
2020-01-01 20:15:00,992,600,53,488,732,998,562,995,174,1016,1487,392,670,472,0,0,46,2,0,0,32,27,28,0,0,5,18,4,12,55,27,1,12,1,0,23,1,16,6,1,34,0,13,3,0,2
2020-01-01 20:20:00,999,605,33,479,740,1013,579,1001,166,1023,1489,387,672,486,0,0,32,2,0,0,21,35,29,1,1,6,18,4,8,47,22,1,8,1,0,23,1,14,2,11,22,0,15,1,0,3
2020-01-01 20:25:00,1007,610,22,476,736,1026,594,1007,161,1028,1488,385,690,493,0,0,28,1,0,0,11,34,27,3,2,6,20,3,6,38,18,2,4,0,0,18,1,4,5,9,15,0,21,1,0,0
2020-01-01 20:30:00,1017,615,16,460,732,1043,597,1015,149,1031,1496,384,704,494,0,0,22,0,0,0,14,32,17,4,1,7,29,3,3,31,11,3,6,0,0,16,0,3,3,9,12,0,20,1,0,0
2020-01-01 20:35:00,1027,622,12,455,733,1055,600,1028,142,1032,1499,383,706,493,0,0,27,0,0,0,14,31,10,3,1,6,35,1,3,19,7,4,13,0,0,10,0,2,3,4,6,0,14,0,0,0
2020-01-01 20:40:00,1022,630,10,448,729,1063,602,1035,136,1037,1504,383,714,489,0,0,30,0,0,0,20,23,5,3,1,5,34,0,5,11,5,4,15,0,1,8,0,0,5,2,4,0,16,0,1,0
2020-01-01 20:45:00,1023,644,9,451,729,1067,596,1042,134,1045,1508,385,713,486,0,0,31,0,0,0,23,17,4,4,0,6,29,0,3,8,3,4,11,0,0,3,0,0,3,1,3,0,15,0,0,0
2020-01-01 20:50:00,1024,657,9,451,731,1069,594,1051,132,1052,1514,387,704,477,0,0,38,0,0,0,24,13,6,4,0,3,22,0,2,6,1,2,9,0,2,2,0,0,4,2,1,0,7,0,0,0
2020-01-01 20:55:00,1026,664,9,452,730,1075,592,1057,133,1056,1523,388,698,474,0,0,34,0,0,0,25,8,6,2,0,0,20,0,1,6,0,1,8,0,0,1,0,0,4,2,0,0,5,0,0,0
2020-01-01 21:00:00,1025,673,9,456,731,1077,592,1058,133,1061,1526,388,690,472,0,0,33,0,0,0,20,6,9,1,0,1,13,0,0,7,0,2,7,0,0,0,0,0,3,1,0,0,6,0,0,0
2020-01-01 21:05:00,1024,679,9,458,731,1080,594,1062,133,1064,1531,389,683,471,0,0,30,0,0,0,14,5,8,1,0,1,8,0,0,9,0,2,5,0,0,0,0,0,4,0,0,0,5,0,0,0
2020-01-01 21:10:00,1023,684,9,457,733,1087,596,1064,133,1068,1544,389,681,471,0,0,17,0,0,0,11,3,4,0,0,0,5,0,0,10,0,3,3,0,0,0,0,0,0,0,0,0,5,0,0,0
2020-01-01 21:15:00,1024,686,9,458,731,1089,600,1067,133,1069,1545,389,679,471,0,0,11,0,0,0,7,2,7,0,0,0,4,0,0,9,0,3,2,0,0,0,0,0,1,0,0,0,4,0,0,0
2020-01-01 21:20:00,1022,687,9,456,730,1091,602,1069,133,1071,1548,390,677,471,0,0,6,0,0,0,5,1,8,0,0,0,6,0,0,9,0,2,0,0,0,0,0,0,3,0,0,0,4,0,0,0
2020-01-01 21:25:00,1022,689,9,454,732,1096,604,1071,133,1071,1549,391,675,471,0,0,2,0,0,0,5,1,6,0,0,0,6,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0
2020-01-01 21:30:00,1021,690,9,454,731,1099,607,1073,133,1071,1549,392,676,471,0,0,1,0,0,0,3,0,4,0,0,0,7,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
2020-01-01 21:35:00,1022,693,9,453,731,1102,608,1074,133,1072,1549,392,675,471,0,0,1,0,0,0,2,0,1,0,0,0,6,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-01-01 21:40:00,1021,695,9,452,731,1103,609,1075,133,1073,1550,392,675,471,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 21:45:00,1021,697,9,452,731,1103,609,1075,133,1073,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 21:50:00,1021,699,9,451,731,1103,611,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 21:55:00,1021,700,9,450,731,1103,612,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:00:00,1021,702,9,450,731,1103,612,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:05:00,1021,702,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:10:00,1021,702,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:15:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:20:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:25:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:30:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:35:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:40:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:45:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:50:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:55:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:00:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:05:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:10:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:15:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:20:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:25:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:30:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:35:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:40:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:45:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:50:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:55:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:00:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:05:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:10:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:15:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:20:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:25:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:30:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:35:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:40:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:45:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:50:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
