,Serangoon,Tuas,CBD,Buona,Paya Lebar,CCK,Jurong,Tampines,Town,Punggol,Woodlands,Tiong Bahru,Bishan,Toa Payoh,Bishan->Serangoon,Serangoon->Bishan,Bishan->Woodlands,Woodlands->Bishan,Bishan->Toa Payoh,Toa Payoh->Bishan,Bishan->Buona,Buona->Bishan,Woodlands->CCK,CCK->Woodlands,CCK->Jurong,Jurong->CCK,Jurong->Tuas,Tuas->Jurong,Jurong->Buona,Buona->Jurong,Tiong Bahru->Serangoon,Serangoon->Tiong Bahru,Serangoon->Punggol,Punggol->Serangoon,Toa Payoh->Town,Town->Toa Payoh,Town->CBD,CBD->Town,Serangoon->Paya Lebar,Paya Lebar->Serangoon,CBD->Paya Lebar,Paya Lebar->CBD,Paya Lebar->Tampines,Tampines->Paya Lebar,Buona->Tiong Bahru,Tiong Bahru->Buona
2020-01-02 00:55:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:00:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:05:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:10:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:15:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:20:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:25:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:30:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:35:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:40:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:45:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:50:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:55:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:00:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:05:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:10:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:15:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:20:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:25:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:30:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:35:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:40:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:45:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:50:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:55:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:00:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:05:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:10:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:15:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:20:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:25:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:30:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:35:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:40:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:45:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:50:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:55:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:00:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:05:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:10:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:15:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:20:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:25:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:30:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:35:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:40:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:45:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:50:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:55:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:00:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:05:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:10:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:15:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:20:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:25:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:30:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:35:00,1021,703,9,450,731,1103,613,1075,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:40:00,1021,698,9,450,731,1103,613,1073,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2020-01-02 05:45:00,1021,698,9,450,731,1103,613,1073,133,1074,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2020-01-02 05:50:00,1021,694,9,450,733,1103,613,1073,133,1071,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:55:00,1021,686,9,450,731,1103,618,1069,132,1070,1550,392,675,471,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,4,0,0
2020-01-02 06:00:00,1026,686,9,450,730,1098,614,1063,132,1070,1550,392,675,472,0,0,0,0,0,0,0,0,0,5,0,0,0,12,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10,0,0
2020-01-02 06:05:00,1024,673,8,450,734,1098,617,1062,132,1067,1550,392,683,468,0,0,0,0,0,0,0,0,0,5,0,0,0,21,5,0,0,0,0,3,0,0,0,1,0,0,0,0,0,7,0,0
2020-01-02 06:10:00,1022,663,8,454,735,1088,620,1058,133,1055,1555,392,681,468,0,0,0,0,0,0,4,0,0,10,0,0,0,23,6,0,0,0,0,15,0,0,0,0,0,5,0,0,0,5,0,0
2020-01-02 06:15:00,1029,661,7,450,728,1079,612,1039,132,1055,1545,391,679,468,0,0,0,10,0,0,7,5,0,19,0,0,0,25,13,0,1,0,0,12,0,1,0,1,0,8,0,0,0,23,0,0
2020-01-02 06:20:00,1041,650,5,453,729,1076,620,1036,133,1051,1550,391,686,468,0,0,0,11,0,0,9,7,4,12,0,0,0,23,13,0,1,0,0,4,0,0,0,2,0,3,0,0,0,22,0,0
2020-01-02 06:25:00,1025,643,5,453,743,1059,617,1032,133,1030,1532,388,705,462,0,0,0,28,0,0,15,12,14,20,0,0,0,20,18,3,2,0,0,25,0,2,0,0,0,5,0,0,0,7,0,2
2020-01-02 06:30:00,1023,641,4,456,728,1044,604,1012,125,1021,1512,379,696,464,0,0,12,50,0,0,19,20,11,33,3,0,0,20,28,3,8,0,0,30,0,5,3,1,0,18,0,0,0,24,0,3
2020-01-02 06:35:00,1054,624,7,467,723,1041,612,1003,123,1017,1512,375,712,462,0,0,22,53,0,0,21,20,5,20,12,0,0,26,21,3,11,0,0,13,0,3,0,0,0,9,0,0,0,29,0,0
2020-01-02 06:40:00,1049,616,5,460,735,1019,603,1000,121,992,1492,368,732,455,0,0,27,82,0,0,30,33,10,18,18,7,0,27,18,12,15,0,0,29,0,2,0,0,0,8,2,0,0,12,0,3
2020-01-02 06:45:00,1035,612,4,456,713,1002,599,975,113,975,1456,359,738,451,0,0,49,103,0,0,38,43,8,25,19,9,0,29,28,13,23,3,0,42,0,6,2,0,10,31,3,0,0,28,0,0
2020-01-02 06:50:00,1093,598,6,460,712,1001,618,963,113,966,1465,355,747,447,0,0,60,92,0,0,34,44,8,15,20,2,9,26,23,11,21,5,0,26,0,0,0,0,6,16,1,0,0,37,0,0
2020-01-02 06:55:00,1094,592,5,448,724,973,605,954,112,940,1432,353,768,438,0,0,62,110,0,0,38,59,29,23,23,17,15,24,19,20,18,6,17,35,0,1,0,0,3,11,1,1,8,21,0,1
2020-01-02 07:00:00,1069,589,4,443,700,964,594,942,108,920,1396,340,777,430,0,0,93,111,0,0,39,55,37,30,17,24,17,23,35,20,23,11,33,46,2,4,0,0,23,30,2,2,16,21,6,4
2020-01-02 07:05:00,1113,587,4,449,706,986,607,941,108,927,1410,341,784,427,0,0,98,88,0,0,38,54,26,19,14,10,20,20,35,16,22,10,29,30,1,1,1,1,18,21,1,1,14,21,1,0
2020-01-02 07:10:00,1107,588,6,444,710,975,587,945,110,927,1399,337,773,433,0,0,92,103,0,0,46,57,31,27,23,17,24,19,25,27,23,11,41,26,1,0,0,0,16,15,0,0,18,13,2,2
2020-01-02 07:15:00,1065,588,5,439,699,969,583,941,107,924,1382,334,783,426,0,0,115,93,0,0,49,52,35,34,19,20,33,18,22,28,25,14,55,32,3,4,0,0,35,21,1,1,26,14,3,3
2020-01-02 07:20:00,1079,593,4,441,713,988,599,948,106,941,1409,339,762,439,0,0,106,77,0,0,48,51,29,20,15,10,33,14,19,22,17,16,43,27,1,2,2,1,24,11,1,3,26,15,4,2
2020-01-02 07:25:00,1078,599,7,438,719,987,591,959,107,959,1414,343,751,441,0,0,96,76,0,0,47,49,36,18,19,15,36,13,15,26,10,20,43,20,2,1,0,0,12,12,0,2,29,8,1,1
2020-01-02 07:30:00,1058,606,7,440,705,992,589,965,105,967,1405,346,746,442,0,0,104,60,0,0,41,43,44,22,13,22,30,15,14,27,6,19,57,17,2,1,3,1,26,16,1,1,31,9,2,0
2020-01-02 07:35:00,1053,586,8,437,715,1020,597,971,106,987,1437,351,734,445,0,0,92,49,0,0,33,32,27,14,4,18,32,40,11,26,3,18,49,15,0,1,1,1,30,10,2,1,23,17,3,1
2020-01-02 07:40:00,1051,515,8,440,736,1031,597,978,106,1013,1452,360,715,449,0,0,77,37,0,0,25,24,24,18,9,15,29,120,4,26,2,14,41,11,1,1,0,1,21,4,2,2,19,18,3,1
2020-01-02 07:45:00,1033,443,6,441,746,1027,597,982,106,1025,1462,368,703,454,0,0,69,24,0,0,17,15,29,24,14,11,36,193,5,23,1,10,44,11,2,2,0,1,25,6,2,3,26,12,1,1
2020-01-02 07:50:00,1022,394,7,438,752,1036,628,977,108,1041,1489,370,696,461,0,0,46,14,0,0,12,10,22,25,9,9,29,224,12,20,0,9,47,13,2,1,0,0,9,11,2,1,32,20,1,1
2020-01-02 07:55:00,1024,362,6,440,747,998,676,964,110,1062,1515,374,696,461,0,0,25,4,0,0,9,6,19,66,3,7,26,182,53,15,0,6,42,7,2,0,0,2,9,10,1,0,26,44,1,0
2020-01-02 08:00:00,1022,338,5,448,755,915,643,939,113,1074,1534,378,691,461,0,0,16,3,0,0,10,5,13,152,0,1,17,141,164,8,0,3,27,14,2,1,0,1,9,6,0,0,21,70,0,0
2020-01-02 08:05:00,1010,327,5,488,773,807,576,925,114,1065,1573,378,695,460,0,0,7,21,0,0,18,9,8,216,1,0,10,96,255,4,2,2,12,39,2,2,0,0,4,14,0,0,17,65,0,0
2020-01-02 08:10:00,1030,326,5,559,773,722,485,871,111,1041,1558,367,690,460,0,0,5,135,0,0,28,56,6,206,1,1,4,62,269,2,14,1,3,60,0,5,0,0,3,42,0,0,9,89,1,0
2020-01-02 08:15:00,1074,321,5,567,749,648,421,806,104,1009,1410,320,706,461,0,0,3,378,0,0,39,182,26,166,1,1,2,34,235,3,62,1,1,68,0,7,0,0,0,50,0,0,4,136,0,0
2020-01-02 08:20:00,1085,306,5,460,764,595,364,750,95,928,1163,267,773,451,0,0,0,650,0,0,60,336,83,131,9,0,2,31,266,3,113,1,1,116,0,8,1,0,0,49,0,0,2,130,0,2
2020-01-02 08:25:00,1079,286,5,471,759,561,323,683,87,778,938,232,816,442,0,0,0,894,0,0,120,447,123,79,35,0,1,44,198,6,147,0,1,232,0,7,1,1,0,76,0,0,1,127,0,0
2020-01-02 08:30:00,1150,256,4,472,707,567,307,605,82,611,744,211,917,416,0,0,0,1073,0,0,201,533,108,45,66,1,0,67,95,16,156,2,0,318,0,6,0,0,4,107,2,4,0,147,0,0
2020-01-02 08:35:00,1284,229,3,380,682,534,324,484,76,490,589,189,915,411,0,0,1,1212,0,0,305,672,91,19,131,4,0,79,77,21,128,12,0,289,1,6,0,0,56,85,3,15,1,200,0,2
2020-01-02 08:40:00,1113,210,7,351,705,481,349,364,74,416,473,166,900,422,0,0,9,1305,0,0,440,706,84,5,190,8,1,77,67,21,87,70,1,313,35,2,1,0,166,57,1,68,1,241,0,13
2020-01-02 08:45:00,941,186,17,366,835,441,406,286,106,368,391,144,797,441,0,0,13,1364,0,0,550,714,65,3,185,7,14,70,101,34,57,148,5,245,81,0,3,2,183,41,0,168,6,199,1,16
2020-01-02 08:50:00,787,166,70,304,790,397,422,236,167,334,345,136,763,413,0,0,20,1279,0,0,699,757,45,6,170,3,31,63,163,88,38,214,8,157,133,0,22,6,203,26,1,347,23,149,10,9
2020-01-02 08:55:00,653,152,171,315,724,345,405,213,247,320,323,137,612,410,0,0,19,1297,0,0,776,731,25,10,158,3,47,59,229,120,19,259,10,101,137,0,59,31,173,20,2,510,34,99,27,18
2020-01-02 09:00:00,551,157,179,369,644,304,450,216,318,315,323,205,515,375,0,0,15,1306,0,0,817,694,10,10,131,2,49,43,239,110,9,241,14,27,157,0,97,50,142,20,2,740,52,43,42,17
2020-01-02 09:05:00,428,171,336,410,575,273,496,224,422,315,327,315,436,343,0,0,14,1310,0,0,875,651,5,6,94,0,41,26,207,109,4,202,10,15,142,0,103,24,88,7,2,858,66,23,38,9
2020-01-02 09:10:00,336,186,462,424,471,251,548,254,486,319,334,414,353,310,0,0,7,1277,0,0,918,652,2,4,61,0,33,13,201,82,2,157,7,10,130,0,102,24,62,6,1,984,59,14,37,7
2020-01-02 09:15:00,291,199,546,595,395,239,598,283,547,319,334,503,425,262,0,0,8,1228,0,0,858,537,1,3,36,0,24,7,143,40,1,118,6,6,114,0,93,18,36,7,0,1102,51,7,17,3
2020-01-02 09:20:00,286,207,738,635,330,231,623,310,597,323,339,558,445,284,0,0,4,1150,0,0,865,458,2,3,19,0,19,5,69,60,1,83,4,3,92,0,82,5,21,2,0,1082,43,3,17,2
2020-01-02 09:25:00,278,216,838,664,284,229,635,332,628,324,343,613,412,310,0,0,2,1150,0,0,859,338,1,2,9,0,14,3,36,74,0,56,6,1,104,0,66,11,9,3,0,1104,35,2,8,1
2020-01-02 09:30:00,274,222,1081,669,258,227,682,352,687,327,345,644,497,309,0,0,4,1094,0,0,866,171,0,0,6,0,8,1,20,44,0,43,4,0,117,0,56,5,10,1,0,941,31,1,3,0
2020-01-02 09:35:00,292,226,1161,729,249,225,711,367,751,330,346,663,463,336,0,0,3,1072,0,0,812,44,0,0,5,0,4,0,10,25,0,34,2,0,118,0,58,18,10,1,0,911,23,0,1,0
2020-01-02 09:40:00,293,230,1321,821,249,224,731,383,821,331,346,669,405,342,0,0,3,1005,0,0,711,6,0,0,3,0,0,0,2,26,0,32,4,0,131,0,66,9,18,1,0,803,13,0,1,0
2020-01-02 09:45:00,292,230,1515,940,260,224,740,390,889,332,347,682,432,319,0,0,2,850,0,0,564,2,0,0,1,0,0,0,1,48,0,24,4,0,134,0,72,12,18,0,0,664,12,0,0,0
2020-01-02 09:50:00,297,230,1746,977,269,224,760,396,949,335,349,692,342,321,0,0,0,798,0,0,479,0,0,0,0,0,0,0,0,78,0,17,1,0,122,0,86,4,12,0,0,502,14,0,0,0
2020-01-02 09:55:00,295,230,2050,1086,272,224,788,402,981,336,349,699,480,287,0,0,0,560,0,0,345,0,0,0,0,0,1,0,0,75,0,14,0,0,123,0,94,8,8,0,0,276,17,0,0,0
2020-01-02 10:00:00,311,230,2392,1267,272,224,837,410,1030,336,349,702,450,323,0,0,0,422,0,0,143,0,0,0,0,0,1,0,0,47,0,15,0,0,106,0,82,11,6,0,0,17,17,0,0,0
2020-01-02 10:05:00,314,230,2480,1337,271,224,863,419,1064,336,349,706,537,331,0,0,0,183,0,0,36,0,0,0,0,0,1,0,0,58,0,14,1,0,124,0,83,10,13,0,0,1,15,0,0,0
2020-01-02 10:10:00,337,231,2564,1349,279,224,884,427,1120,336,349,709,517,356,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,55,0,18,3,0,128,0,78,0,9,0,0,0,12,0,0,0
2020-01-02 10:15:00,338,231,2642,1351,280,224,921,434,1162,337,349,713,346,368,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,18,5,0,141,0,86,0,19,0,0,0,13,0,0,0
2020-01-02 10:20:00,342,231,2728,1351,296,224,939,439,1218,339,349,717,253,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,5,0,147,0,85,0,14,0,0,0,11,0,0,0
2020-01-02 10:25:00,330,231,2813,1351,304,224,942,447,1270,342,349,720,208,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,3,0,108,0,95,0,16,0,0,0,9,0,0,0
2020-01-02 10:30:00,324,231,2908,1351,315,224,943,450,1291,344,349,727,184,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,73,0,87,0,10,0,0,0,11,0,0,0
2020-01-02 10:35:00,323,231,2995,1351,320,224,943,456,1284,345,349,731,174,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,46,0,80,0,3,0,0,0,10,0,0,0
2020-01-02 10:40:00,321,231,3075,1351,321,224,943,461,1274,345,349,735,168,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,27,0,56,0,2,0,0,0,7,0,0,0
2020-01-02 10:45:00,319,231,3131,1351,322,224,943,466,1266,345,349,737,166,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,35,0,2,0,0,0,3,0,0,0
2020-01-02 10:50:00,319,231,3166,1351,323,224,943,468,1262,345,349,737,166,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,19,0,0,0,0,0,2,0,0,0
2020-01-02 10:55:00,319,231,3185,1351,322,224,943,469,1261,345,349,738,166,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,10,0,0,0,0,0,2,0,0,0
2020-01-02 11:00:00,319,231,3195,1351,322,224,943,470,1259,345,349,740,166,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,1,0,0,0
2020-01-02 11:05:00,319,231,3201,1351,322,224,943,471,1257,345,349,740,166,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
2020-01-02 11:10:00,319,231,3205,1351,322,224,943,471,1257,345,349,740,166,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
