,Town,Woodlands,Paya Lebar,Jurong,Tiong Bahru,Toa Payoh,Buona,CCK,Tampines,Tuas,Punggol,Serangoon,CBD,Bishan,Bishan->Serangoon,Serangoon->Bishan,Bishan->Woodlands,Woodlands->Bishan,Bishan->Toa Payoh,Toa Payoh->Bishan,Bishan->Buona,Buona->Bishan,Woodlands->CCK,CCK->Woodlands,CCK->Jurong,Jurong->CCK,Jurong->Tuas,Tuas->Jurong,Jurong->Buona,Buona->Jurong,Tiong Bahru->Serangoon,Serangoon->Tiong Bahru,Serangoon->Punggol,Punggol->Serangoon,Toa Payoh->Town,Town->Toa Payoh,Town->CBD,CBD->Town,Serangoon->Paya Lebar,Paya Lebar->Serangoon,CBD->Paya Lebar,Paya Lebar->CBD,Paya Lebar->Tampines,Tampines->Paya Lebar,Buona->Tiong Bahru,Tiong Bahru->Buona
2020-01-02 03:45:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:50:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:55:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:00:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:05:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:10:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:15:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:20:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:25:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:30:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:35:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:40:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:45:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:50:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:55:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:00:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:05:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:10:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:15:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:20:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:25:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:30:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:35:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:40:00,136,1546,737,608,393,475,455,1104,1076,701,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2020-01-02 05:45:00,136,1546,737,608,393,475,455,1104,1075,701,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2020-01-02 05:50:00,136,1546,740,608,393,475,455,1104,1075,696,1068,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
2020-01-02 05:55:00,135,1546,736,612,393,475,455,1104,1071,690,1068,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,1,0,0,0,5,0,0,0,4,0,0
2020-01-02 06:00:00,135,1546,735,609,393,476,455,1099,1064,689,1068,1018,8,673,0,0,0,0,0,0,0,0,0,5,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0
2020-01-02 06:05:00,135,1546,738,613,393,473,455,1099,1064,676,1065,1012,8,683,0,0,0,0,0,0,0,0,0,5,0,0,0,20,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,7,0,0
2020-01-02 06:10:00,135,1551,741,614,393,473,458,1089,1060,669,1055,1010,8,681,0,0,0,0,0,0,5,0,0,10,0,0,0,21,6,0,0,0,0,13,0,0,0,0,0,4,0,0,0,4,0,0
2020-01-02 06:15:00,135,1541,732,606,392,473,453,1080,1043,665,1053,1015,7,679,0,0,0,10,0,0,9,6,0,19,0,0,0,24,14,0,1,0,0,12,0,0,0,1,0,9,0,0,0,21,0,0
2020-01-02 06:20:00,136,1545,733,615,392,472,457,1077,1038,653,1048,1028,6,683,0,0,0,11,0,0,12,7,5,12,0,0,0,23,13,0,1,0,0,7,0,0,0,1,0,3,0,0,0,22,0,0
2020-01-02 06:25:00,135,1530,745,608,389,469,458,1059,1032,647,1029,1011,5,703,0,0,0,26,0,0,17,13,14,21,0,0,0,22,18,2,2,0,0,24,0,2,0,1,0,5,0,0,0,11,0,2
2020-01-02 06:30:00,127,1504,732,600,380,470,460,1047,1011,645,1022,1012,5,692,0,0,15,54,0,0,18,21,10,32,3,0,0,20,26,3,9,0,0,26,0,5,4,0,0,18,0,0,0,27,0,2
2020-01-02 06:35:00,125,1512,727,607,375,467,471,1044,1003,627,1018,1040,8,713,0,0,24,50,0,0,18,20,5,18,11,0,0,26,19,5,12,0,0,11,0,2,0,1,0,11,0,0,0,29,0,1
2020-01-02 06:40:00,126,1487,740,597,368,459,462,1021,1000,620,993,1036,6,731,0,0,28,81,0,0,27,35,11,17,19,6,0,27,21,13,16,0,0,29,0,0,0,0,0,8,2,0,0,11,0,3
2020-01-02 06:45:00,119,1452,717,595,360,453,460,1006,978,617,974,1022,5,734,0,0,49,104,0,0,36,43,8,25,18,8,0,28,28,12,23,4,0,44,0,5,2,0,12,31,3,0,0,25,0,0
2020-01-02 06:50:00,116,1461,714,617,353,450,464,1005,970,603,970,1078,6,748,0,0,53,88,0,0,39,43,8,17,16,2,7,24,23,11,22,6,0,23,0,3,0,0,7,20,2,0,0,30,0,1
2020-01-02 06:55:00,115,1426,723,596,352,440,454,977,959,596,941,1091,5,755,0,0,56,112,0,0,45,56,33,23,22,14,12,24,28,19,18,8,17,33,0,1,0,0,6,10,2,1,10,19,0,1
2020-01-02 07:00:00,110,1388,699,589,339,437,446,961,944,594,920,1051,4,775,0,0,87,113,0,0,46,57,40,32,22,22,20,23,30,18,22,13,34,50,0,5,0,0,20,31,2,2,17,26,6,5
2020-01-02 07:05:00,108,1397,705,602,341,438,461,989,948,590,930,1102,4,776,0,0,92,94,0,0,46,53,25,19,16,10,23,20,24,17,22,12,24,28,2,1,1,1,20,19,1,1,14,21,3,0
2020-01-02 07:10:00,111,1386,717,588,339,441,445,975,950,589,931,1089,6,774,0,0,94,107,0,0,45,60,30,24,24,15,30,19,25,31,21,12,36,23,2,0,0,0,17,10,0,0,21,11,0,2
2020-01-02 07:15:00,109,1368,702,578,338,436,440,969,950,596,922,1046,5,783,0,0,115,97,0,0,48,56,34,32,23,23,29,18,24,33,23,10,60,32,3,3,1,0,24,22,1,0,30,12,4,1
2020-01-02 07:20:00,108,1398,707,602,345,442,441,987,959,598,941,1065,5,774,0,0,105,77,0,0,47,47,26,18,15,12,33,15,21,25,16,12,48,26,1,3,1,1,21,11,1,2,27,12,4,1
2020-01-02 07:25:00,108,1397,711,592,350,446,443,990,972,605,963,1078,5,746,0,0,102,72,0,0,38,43,37,20,16,16,35,14,15,29,10,13,43,19,2,2,0,0,18,12,1,3,23,8,3,0
2020-01-02 07:30:00,108,1397,708,591,353,449,439,988,976,608,972,1051,6,744,0,0,103,58,0,0,36,33,41,28,9,22,40,17,10,29,6,17,51,17,1,1,1,0,35,12,2,1,26,10,3,1
2020-01-02 07:35:00,107,1425,729,599,355,450,442,1023,978,585,992,1041,7,734,0,0,88,45,0,0,30,26,28,15,5,15,36,46,10,21,4,20,45,14,1,0,2,1,28,9,1,1,22,17,2,1
2020-01-02 07:40:00,107,1445,738,595,363,454,442,1021,985,520,1012,1038,7,709,0,0,73,37,0,0,24,23,26,18,12,15,33,120,11,19,3,16,40,11,1,2,0,2,23,6,0,3,27,17,1,1
2020-01-02 07:45:00,108,1457,748,588,367,458,440,1028,988,463,1025,1026,6,689,0,0,60,24,0,0,22,18,25,25,13,15,34,185,7,23,1,15,43,12,3,2,0,0,22,5,2,3,36,12,1,1
2020-01-02 07:50:00,110,1483,749,628,373,466,443,1033,992,416,1040,1013,7,682,0,0,41,15,0,0,18,13,22,21,8,11,30,205,9,20,0,11,42,12,1,0,1,0,14,11,3,1,34,20,1,1
2020-01-02 07:55:00,111,1500,748,674,377,468,447,995,978,376,1061,1015,6,683,0,0,25,9,0,0,12,7,19,67,6,5,23,177,51,12,0,8,30,7,2,0,0,3,11,10,1,0,29,46,1,0
2020-01-02 08:00:00,115,1515,760,628,381,466,454,914,963,357,1068,1010,5,692,0,0,17,5,0,0,10,3,15,150,2,1,10,140,171,8,0,5,22,14,3,1,0,1,3,7,0,0,20,63,1,0
2020-01-02 08:05:00,116,1554,776,559,383,466,493,805,939,340,1055,1005,5,687,0,0,9,26,0,0,19,8,10,214,0,1,6,106,256,6,2,2,16,36,1,3,0,0,2,13,0,0,13,68,0,0
2020-01-02 08:10:00,112,1542,758,489,369,466,573,718,891,334,1028,1022,5,686,0,0,6,130,0,0,29,55,8,212,0,2,3,65,252,4,18,0,6,62,0,5,0,0,1,50,0,0,7,92,0,0
2020-01-02 08:15:00,104,1392,751,421,329,465,572,656,822,326,1004,1071,5,705,0,0,4,378,0,0,40,183,26,159,1,1,4,41,224,4,58,0,2,67,0,8,0,0,1,42,0,0,4,130,0,0
2020-01-02 08:20:00,97,1149,757,376,275,458,544,604,763,311,927,1080,5,766,0,0,2,647,0,0,61,337,90,116,8,0,2,35,171,2,111,0,2,107,0,6,1,0,1,51,0,0,2,135,0,1
2020-01-02 08:25:00,91,921,757,333,236,445,499,569,696,293,763,1069,5,833,0,0,0,866,0,0,120,485,123,81,33,0,2,44,125,5,147,0,2,243,0,6,0,1,1,74,0,1,0,130,0,1
2020-01-02 08:30:00,84,731,712,313,212,419,422,578,621,260,601,1149,3,901,0,0,0,1062,0,0,200,587,99,48,68,1,1,70,89,16,154,0,1,328,0,8,0,0,7,105,2,3,0,144,0,1
2020-01-02 08:35:00,78,579,685,329,193,414,368,543,495,232,481,1285,4,1133,0,0,1,1092,0,0,303,568,91,22,127,4,1,81,63,23,131,19,0,284,3,5,1,0,52,94,2,11,0,201,0,2
2020-01-02 08:40:00,79,465,699,352,172,505,331,482,371,212,409,1265,6,1112,0,0,10,1180,0,0,431,499,90,7,189,6,2,83,73,24,87,76,1,193,33,1,1,1,167,56,0,66,2,250,0,12
2020-01-02 08:45:00,108,381,837,406,153,558,358,444,293,189,361,1038,14,1100,0,0,13,1016,0,0,552,543,72,3,191,4,12,72,110,37,53,166,4,120,126,1,4,1,226,41,1,163,10,202,2,15
2020-01-02 08:50:00,213,335,904,433,143,595,394,403,246,166,327,815,69,971,0,0,17,1019,0,0,620,444,49,4,171,3,30,67,163,91,31,239,7,83,186,0,22,6,190,23,1,346,28,127,8,11
2020-01-02 08:55:00,324,311,805,414,146,602,438,351,225,157,309,622,166,780,0,0,19,1039,0,0,632,361,26,10,159,4,45,57,230,161,16,286,13,56,232,0,81,29,135,21,2,550,57,78,29,22
2020-01-02 09:00:00,448,311,662,457,214,548,392,312,231,159,302,502,437,794,0,0,11,927,0,0,718,220,8,11,132,3,54,42,243,199,8,281,14,32,252,0,137,49,103,13,3,586,75,43,50,17
2020-01-02 09:05:00,583,314,542,546,344,551,594,278,258,172,305,423,540,723,0,0,8,798,0,0,624,141,3,6,97,1,48,24,202,160,4,223,9,17,231,0,166,51,80,9,2,780,71,24,38,10
2020-01-02 09:10:00,691,318,450,637,449,538,617,256,292,187,307,358,815,662,0,0,7,649,0,0,650,87,2,3,64,1,42,15,161,128,4,174,10,9,236,0,174,27,58,12,1,793,59,14,38,5
2020-01-02 09:15:00,791,321,386,692,550,510,809,242,322,205,309,342,1116,707,0,0,7,414,0,0,524,25,2,4,36,1,27,8,114,100,2,129,10,5,229,0,163,29,40,3,0,734,59,7,23,3
2020-01-02 09:20:00,889,322,336,767,623,531,1010,236,346,216,314,323,1531,669,0,0,6,189,0,0,357,16,2,4,19,0,18,4,68,73,2,91,8,3,216,0,160,10,26,2,0,545,52,5,10,1
2020-01-02 09:25:00,957,325,303,795,664,521,1139,232,378,227,318,327,1901,561,0,0,6,40,0,0,238,10,1,1,12,0,8,2,36,82,2,70,7,1,227,0,158,16,25,4,0,355,41,3,6,1
2020-01-02 09:30:00,1052,329,296,842,693,465,1255,230,397,231,322,336,2245,385,0,0,3,10,0,0,124,6,0,0,8,0,5,1,18,64,1,51,7,0,223,0,148,15,24,1,0,172,37,1,2,1
2020-01-02 09:35:00,1146,332,300,881,716,367,1310,228,419,234,325,329,2502,275,0,0,0,1,0,0,57,3,0,0,5,0,3,0,8,52,1,36,4,0,196,0,144,9,26,3,0,59,28,0,1,0
2020-01-02 09:40:00,1219,332,311,907,731,276,1330,227,434,235,329,318,2696,215,0,0,0,0,0,0,37,1,0,1,2,0,3,0,6,33,0,24,3,0,146,0,132,4,15,1,0,10,22,0,0,0
2020-01-02 09:45:00,1251,332,319,934,742,200,1357,227,447,236,329,319,2832,183,0,0,0,0,0,0,10,0,0,1,0,0,2,0,3,11,0,15,3,0,101,0,118,1,6,0,0,7,14,0,0,0
2020-01-02 09:50:00,1263,333,317,941,747,149,1365,227,456,237,332,321,2954,167,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,5,0,10,0,0,63,0,90,1,2,0,0,3,12,0,0,0
2020-01-02 09:55:00,1259,333,315,943,753,116,1364,227,461,238,332,320,3046,161,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,4,0,0,37,0,68,0,3,0,0,1,11,0,0,0
2020-01-02 10:00:00,1254,333,317,945,755,96,1368,227,468,238,332,319,3115,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,21,0,42,0,1,0,0,0,5,0,0,0
2020-01-02 10:05:00,1250,333,317,946,757,85,1369,227,472,238,332,319,3157,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,25,0,0,0,0,0,2,0,0,0
2020-01-02 10:10:00,1249,333,317,946,757,80,1369,227,473,238,332,319,3182,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,1,0,0,0
2020-01-02 10:15:00,1248,333,317,946,757,77,1369,227,474,238,332,319,3194,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0
2020-01-02 10:20:00,1249,333,317,946,757,76,1369,227,474,238,332,319,3200,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
2020-01-02 10:25:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3202,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
2020-01-02 10:30:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3204,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-01-02 10:35:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 10:40:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 10:45:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 10:50:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 10:55:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:00:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:05:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:10:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:15:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:20:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:25:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:30:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:35:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:40:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:45:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:50:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:55:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 12:00:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 12:05:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 12:10:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 12:15:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 12:20:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 12:25:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 12:30:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 12:35:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 12:40:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 12:45:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 12:50:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 12:55:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 13:00:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 13:05:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 13:10:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 13:15:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 13:20:00,1248,333,317,946,757,75,1369,227,474,238,332,319,3205,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 13:25:00,1242,270,279,918,736,54,1353,171,430,202,266,293,3205,178,0,0,7,43,0,0,5,6,20,42,14,8,3,36,17,9,12,3,9,66,0,5,1,0,5,33,0,1,4,44,1,9
2020-01-02 13:30:00,1240,245,271,907,729,52,1357,154,420,192,240,317,3206,163,0,0,23,60,0,0,8,9,28,56,17,11,5,46,23,10,14,3,13,92,1,2,0,0,7,11,0,1,6,54,1,6
2020-01-02 13:35:00,1240,285,319,929,728,50,1375,182,424,191,245,377,3206,163,0,0,31,61,0,0,13,9,9,14,3,3,5,47,7,6,15,5,9,30,0,1,0,0,1,1,1,0,4,10,0,1
2020-01-02 13:40:00,1234,218,280,934,712,34,1349,132,382,165,190,340,3205,197,0,0,43,119,0,0,23,27,24,44,17,9,9,40,20,20,24,7,17,63,0,5,1,1,11,41,1,3,8,44,0,7
2020-01-02 13:45:00,1231,181,263,914,708,35,1342,103,365,157,170,352,3206,233,0,0,62,112,0,0,31,32,31,66,25,21,10,40,39,23,18,7,23,84,0,3,1,0,9,26,0,3,9,63,1,1
2020-01-02 13:50:00,1230,229,303,928,708,41,1353,130,364,152,179,407,3209,229,0,0,70,102,0,0,37,34,13,24,11,20,12,44,29,14,17,12,17,28,2,1,0,0,7,9,1,1,6,26,1,0
2020-01-02 13:55:00,1227,184,277,925,700,34,1349,99,339,136,141,368,3205,225,0,0,93,148,0,0,42,49,33,32,24,25,19,38,26,19,23,17,20,52,3,3,2,1,22,45,4,2,9,35,1,4
2020-01-02 14:00:00,1229,155,270,900,698,34,1346,81,328,127,123,359,3206,284,0,0,114,122,0,0,50,42,39,51,31,34,21,40,39,24,19,20,23,73,2,1,1,2,19,33,3,2,9,42,4,0
2020-01-02 14:05:00,1232,184,290,910,702,42,1352,106,326,123,124,411,3206,276,0,0,117,102,0,0,53,42,22,36,15,32,24,41,31,22,14,21,22,37,2,1,0,1,20,17,1,2,15,22,2,2
