,Town,Woodlands,Paya Lebar,Jurong,Tiong Bahru,Toa Payoh,Buona,CCK,Tampines,Tuas,Punggol,Serangoon,CBD,Bishan,Bishan->Serangoon,Serangoon->Bishan,Bishan->Woodlands,Woodlands->Bishan,Bishan->Toa Payoh,Toa Payoh->Bishan,Bishan->Buona,Buona->Bishan,Woodlands->CCK,CCK->Woodlands,CCK->Jurong,Jurong->CCK,Jurong->Tuas,Tuas->Jurong,Jurong->Buona,Buona->Jurong,Tiong Bahru->Serangoon,Serangoon->Tiong Bahru,Serangoon->Punggol,Punggol->Serangoon,Toa Payoh->Town,Town->Toa Payoh,Town->CBD,CBD->Town,Serangoon->Paya Lebar,Paya Lebar->Serangoon,CBD->Paya Lebar,Paya Lebar->CBD,Paya Lebar->Tampines,Tampines->Paya Lebar,Buona->Tiong Bahru,Tiong Bahru->Buona
2020-01-02 14:10:00,1233,197,288,925,708,43,1364,114,325,134,126,405,3205,252,0,0,119,114,0,0,56,52,24,26,14,23,17,21,23,17,14,24,30,20,3,1,1,0,18,24,3,3,22,12,0,0
2020-01-02 14:15:00,1236,214,288,919,714,48,1358,124,335,137,136,395,3205,287,0,0,106,82,0,0,64,49,27,23,13,20,23,11,25,14,8,21,34,10,3,0,0,2,17,17,2,3,19,6,5,0
2020-01-02 14:20:00,1241,239,289,911,724,55,1372,133,344,141,151,389,3205,276,0,0,95,61,0,0,61,47,22,18,10,21,24,6,25,15,3,19,40,5,1,0,0,2,18,11,0,2,19,3,2,0
2020-01-02 14:25:00,1244,260,289,905,730,58,1378,151,352,148,167,379,3204,255,0,0,86,51,0,0,55,46,22,10,10,14,24,3,23,18,2,19,38,3,4,0,0,1,17,8,1,1,22,2,0,0
2020-01-02 14:30:00,1249,276,290,907,738,63,1382,160,362,159,190,369,3204,249,0,0,78,35,0,0,48,39,27,10,6,10,17,1,13,23,1,15,28,1,1,0,0,1,15,5,1,0,24,1,2,0
2020-01-02 14:35:00,1250,289,294,908,744,66,1390,173,374,165,205,361,3203,232,0,0,74,21,0,0,36,34,21,11,3,5,20,0,10,22,0,12,27,0,4,0,1,1,17,4,0,0,21,0,2,0
2020-01-02 14:40:00,1255,313,298,911,749,70,1386,189,386,172,218,355,3203,215,0,0,60,10,0,0,26,33,12,7,1,1,21,0,8,24,0,11,21,0,2,0,0,1,19,1,0,0,21,0,1,0
2020-01-02 14:45:00,1258,331,304,911,754,73,1382,194,395,176,232,345,3203,201,0,0,45,4,0,0,22,29,11,4,1,2,25,0,4,28,0,8,21,0,2,0,0,0,10,1,0,0,24,0,0,0
2020-01-02 14:50:00,1260,342,302,915,758,74,1375,198,407,185,239,339,3203,192,0,0,30,1,0,0,19,26,16,3,1,1,26,0,2,22,0,4,21,0,2,0,0,0,12,0,0,0,24,0,1,0
2020-01-02 14:55:00,1262,347,306,923,760,80,1375,205,419,193,253,333,3203,184,0,0,19,0,0,0,13,20,20,2,0,0,25,0,0,15,0,3,12,0,0,0,0,0,8,0,0,0,20,0,0,0
2020-01-02 15:00:00,1261,351,308,925,762,79,1374,213,431,201,260,333,3203,179,0,0,11,0,0,0,10,13,16,2,0,0,23,0,0,12,0,1,12,0,2,0,1,0,3,0,0,0,14,0,0,0
2020-01-02 15:05:00,1263,352,306,925,763,79,1378,224,439,211,265,332,3204,176,0,0,6,0,0,0,4,7,10,1,0,0,20,0,0,7,0,0,12,0,2,0,0,0,3,0,0,0,11,0,0,0
2020-01-02 15:10:00,1265,354,305,925,763,79,1377,229,445,218,272,334,3204,173,0,0,3,0,0,0,3,2,7,0,0,0,18,0,0,5,0,0,6,0,0,0,0,0,4,0,0,0,9,0,0,0
2020-01-02 15:15:00,1264,355,306,923,763,80,1374,234,450,224,277,332,3204,169,0,0,0,0,0,0,3,1,4,0,0,0,16,0,0,6,0,0,6,0,0,0,1,0,1,0,0,0,7,0,0,0
2020-01-02 15:20:00,1263,354,304,923,763,80,1375,236,454,231,278,330,3205,167,0,0,0,0,0,0,1,0,3,0,0,0,12,0,0,4,0,0,5,0,1,0,1,0,4,0,0,0,6,0,0,0
2020-01-02 15:25:00,1264,354,308,924,763,80,1374,238,457,236,283,329,3206,165,0,0,0,0,0,0,1,0,1,0,0,0,9,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0
2020-01-02 15:30:00,1263,354,308,923,763,80,1375,239,460,240,283,329,3206,164,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0
2020-01-02 15:35:00,1263,354,307,924,763,80,1375,239,460,243,284,327,3207,164,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0
2020-01-02 15:40:00,1263,354,307,924,763,80,1375,239,462,245,284,327,3207,164,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2020-01-02 15:45:00,1263,354,306,924,763,80,1375,239,464,247,284,327,3207,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2020-01-02 15:50:00,1263,354,306,924,763,80,1375,239,466,247,284,327,3207,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-01-02 15:55:00,1263,354,306,924,763,80,1374,239,467,247,284,327,3207,164,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 16:00:00,1258,353,304,922,756,80,1367,239,464,247,284,326,3186,165,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,3,4,0,0,0,0,4,1,12,0,2,9,0,0,3,0,3
2020-01-02 16:05:00,1244,353,302,907,746,84,1348,239,460,243,284,324,3131,167,0,0,0,0,0,0,2,16,1,0,0,3,2,4,12,13,11,0,0,0,0,21,5,32,0,1,33,0,1,7,1,3
2020-01-02 16:10:00,1249,352,313,893,735,103,1320,240,455,239,282,323,3079,169,0,0,0,1,0,0,4,34,0,0,0,9,2,8,22,23,19,0,0,2,0,24,3,25,0,1,56,0,1,9,1,4
2020-01-02 16:15:00,1253,352,334,896,731,116,1325,243,455,240,282,321,3059,181,0,0,2,1,0,0,5,35,0,0,0,9,2,8,14,21,23,0,0,2,0,20,1,11,0,6,44,0,1,6,0,1
2020-01-02 16:20:00,1242,352,357,907,731,118,1329,249,455,241,282,335,3053,195,0,0,6,1,0,0,7,37,0,0,0,8,1,4,4,10,19,0,0,0,0,21,1,3,0,10,16,0,5,1,0,0
2020-01-02 16:25:00,1228,352,345,910,731,122,1324,249,456,241,282,353,3052,212,0,0,11,1,0,0,7,32,0,3,0,11,2,0,3,4,12,1,1,0,0,17,0,0,1,17,6,0,12,0,2,0
2020-01-02 16:30:00,1218,352,333,900,733,119,1320,253,460,242,282,377,3051,231,0,0,19,0,0,0,8,17,0,4,0,15,3,0,3,4,4,3,4,0,0,10,0,0,5,13,3,0,12,0,2,0
2020-01-02 16:35:00,1213,357,331,896,735,114,1318,257,468,242,283,384,3050,228,0,0,27,0,0,0,14,18,0,3,0,13,4,0,2,3,0,5,10,0,0,5,0,0,4,5,2,0,8,0,1,0
2020-01-02 16:40:00,1211,361,331,895,736,110,1317,265,472,243,286,376,3050,222,0,0,34,0,0,0,17,15,1,3,0,5,4,0,2,2,0,8,18,0,0,2,0,0,4,2,1,0,7,0,0,0
2020-01-02 16:45:00,1210,367,333,895,737,103,1317,265,476,245,293,373,3050,214,0,0,40,0,0,0,21,10,2,5,0,2,2,0,1,3,0,9,15,0,2,1,0,0,3,0,0,0,6,0,0,0
2020-01-02 16:50:00,1212,374,333,895,739,98,1318,265,479,246,304,372,3050,204,0,0,40,0,0,0,22,9,3,6,0,1,2,0,0,3,0,9,6,0,1,0,0,0,3,0,0,0,6,0,0,0
2020-01-02 16:55:00,1213,385,334,896,740,96,1322,266,482,247,308,370,3045,198,0,0,36,0,0,0,16,7,5,3,0,0,2,0,0,3,1,8,5,0,0,0,0,2,2,0,3,0,5,0,0,0
2020-01-02 17:00:00,1196,394,330,882,730,95,1296,268,481,246,310,364,2977,197,0,0,27,0,0,0,14,21,7,1,0,4,2,1,11,16,10,6,4,0,0,16,3,43,4,3,28,0,5,4,0,4
2020-01-02 17:05:00,1156,401,326,835,687,111,1215,271,461,241,309,357,2778,193,0,0,19,0,0,0,9,71,9,0,0,14,5,7,46,51,38,6,5,4,0,67,16,124,5,8,103,0,6,26,3,17
2020-01-02 17:10:00,1171,402,342,798,637,171,1151,279,445,235,307,344,2584,211,0,0,14,3,0,0,8,113,9,0,0,24,8,14,68,85,76,5,6,7,0,89,20,119,3,14,169,1,6,41,4,17
2020-01-02 17:15:00,1172,404,428,807,622,224,1146,292,439,231,309,355,2487,242,0,0,12,4,0,0,14,139,7,2,0,27,9,17,48,76,90,4,2,5,0,107,11,60,3,11,148,1,9,28,3,5
2020-01-02 17:20:00,1132,402,484,827,620,269,1142,305,439,235,311,370,2451,303,0,0,23,4,0,0,20,147,7,6,1,35,10,11,22,46,86,4,1,2,0,96,4,9,2,47,96,0,16,12,2,1
2020-01-02 17:25:00,1063,406,478,831,621,282,1127,314,445,239,311,448,2432,396,0,0,37,4,0,0,37,118,5,10,2,44,11,4,11,27,58,2,4,0,0,78,0,3,2,50,59,0,34,3,1,3
2020-01-02 17:30:00,1023,412,459,821,623,278,1114,331,455,240,312,527,2422,453,0,0,62,1,0,0,56,93,2,15,1,49,13,0,7,15,20,10,16,0,0,43,0,1,9,40,29,0,47,0,1,0
2020-01-02 17:35:00,1000,420,436,807,624,249,1109,341,479,245,315,544,2417,475,0,0,94,0,0,0,78,77,3,21,1,41,15,0,6,10,5,20,38,0,1,24,0,0,15,25,14,1,49,0,1,0
2020-01-02 17:40:00,991,441,427,800,626,221,1111,354,502,250,328,535,2415,466,0,0,133,0,0,0,94,55,3,27,1,22,13,0,5,8,0,26,46,0,1,10,0,0,19,10,7,1,49,0,3,0
2020-01-02 17:45:00,987,466,427,798,629,201,1123,356,528,253,353,520,2415,434,0,0,157,0,0,0,99,36,5,29,0,12,12,0,3,10,0,31,42,0,2,5,0,0,17,8,3,0,39,0,0,0
2020-01-02 17:50:00,986,503,430,798,638,188,1133,355,551,260,374,512,2414,400,0,0,168,0,0,0,93,20,10,24,0,5,7,0,2,17,0,27,35,0,3,3,0,0,10,1,2,0,31,0,0,0
2020-01-02 17:55:00,983,544,428,798,646,181,1143,359,566,263,394,505,2405,364,0,0,156,0,0,0,82,11,15,14,0,3,7,0,2,29,1,19,23,1,1,4,2,5,11,1,5,0,27,1,0,1
2020-01-02 18:00:00,937,594,425,769,627,178,1115,364,570,260,404,494,2262,340,0,0,122,2,0,0,66,34,19,6,0,8,10,5,30,45,20,13,15,5,1,45,7,93,11,4,56,0,23,12,2,7
2020-01-02 18:05:00,875,619,409,668,536,223,927,375,540,246,405,476,1829,323,0,0,95,5,0,0,50,133,27,2,0,29,21,21,112,134,84,9,18,12,0,130,26,265,9,19,227,0,24,53,10,34
2020-01-02 18:10:00,895,637,437,557,447,331,794,390,506,235,403,473,1358,334,0,0,65,9,0,0,44,238,36,1,0,54,35,35,173,204,159,5,21,16,1,210,35,283,10,30,389,1,26,87,7,29
2020-01-02 18:15:00,871,643,611,568,391,468,760,426,486,230,410,488,1081,399,0,0,52,11,0,0,32,311,35,4,1,54,48,40,150,180,201,4,13,13,1,239,21,221,11,41,353,2,24,78,6,22
2020-01-02 18:20:00,844,656,751,589,365,570,742,467,484,239,418,537,928,527,0,0,60,10,0,0,37,362,21,12,1,63,61,28,86,142,206,6,9,6,1,243,6,85,7,96,229,1,45,48,3,9
2020-01-02 18:25:00,703,669,729,602,359,633,703,490,490,256,422,691,858,719,0,0,85,7,0,0,65,328,9,23,2,91,65,14,39,102,152,11,22,1,0,219,8,31,7,135,164,1,71,20,4,0
2020-01-02 18:30:00,587,683,718,584,362,656,651,521,524,273,427,870,831,869,0,0,142,3,0,0,104,277,8,28,2,97,75,5,26,67,78,24,64,0,1,146,1,8,13,105,73,2,82,5,7,1
2020-01-02 18:35:00,509,705,643,567,370,605,613,556,561,299,444,942,819,950,0,0,209,1,0,0,174,243,7,34,0,89,64,1,21,37,35,48,111,0,2,87,0,2,24,87,39,1,97,0,4,0
2020-01-02 18:40:00,468,741,601,539,377,539,607,576,606,320,491,952,813,956,0,0,285,0,0,0,239,188,7,49,1,71,62,1,13,21,11,60,141,0,2,45,0,1,51,53,18,0,92,0,3,0
2020-01-02 18:45:00,447,793,606,522,386,475,623,600,658,348,555,936,809,914,0,0,352,0,0,0,273,135,11,51,1,44,46,0,8,17,1,67,148,0,1,24,0,1,38,23,9,0,75,0,3,0
2020-01-02 18:50:00,439,874,604,514,403,431,647,608,698,363,632,899,807,845,0,0,387,0,0,0,283,88,21,46,0,25,39,0,3,27,0,63,120,0,3,10,0,0,33,9,5,0,72,0,2,0
2020-01-02 18:55:00,436,953,606,515,430,403,688,614,732,381,703,884,802,760,0,0,371,0,0,0,257,55,35,41,0,11,25,1,1,48,0,41,86,0,3,5,1,2,33,2,5,0,69,1,0,0
2020-01-02 19:00:00,419,1049,609,514,437,385,705,630,763,392,750,873,762,683,0,0,317,3,0,0,209,48,48,24,0,10,17,2,8,75,5,28,65,2,4,17,5,25,22,3,19,0,61,7,2,3
2020-01-02 19:05:00,374,1132,602,483,414,393,649,651,779,395,783,848,583,631,0,0,240,4,0,0,167,75,66,9,0,22,20,7,43,127,34,16,50,6,0,54,20,108,25,14,92,0,48,22,5,9
2020-01-02 19:10:00,389,1194,624,472,395,435,585,685,786,395,809,851,417,603,0,0,161,6,0,0,114,114,83,3,0,24,32,11,66,168,57,8,34,6,1,75,18,106,20,9,156,0,35,38,4,11
2020-01-02 19:15:00,386,1213,705,504,380,478,575,735,796,396,830,844,298,611,0,0,115,7,0,0,70,143,88,4,0,15,50,13,54,154,76,8,17,3,1,101,9,76,21,15,141,0,32,31,2,3
2020-01-02 19:20:00,351,1233,765,543,372,532,548,782,806,406,841,849,230,652,0,0,82,5,0,0,45,157,72,9,1,24,65,9,31,124,77,9,12,2,0,107,5,36,10,36,102,0,43,15,6,6
2020-01-02 19:25:00,300,1245,762,563,377,568,537,821,818,423,846,916,194,721,0,0,68,4,0,0,30,141,48,14,3,38,76,4,13,96,49,8,17,1,1,84,3,20,6,58,62,0,52,10,2,1
2020-01-02 19:30:00,257,1258,740,568,379,570,491,863,844,445,853,984,180,786,0,0,74,2,0,0,40,119,35,12,3,40,87,1,7,71,28,14,26,0,1,62,2,5,13,49,33,0,51,5,2,0
2020-01-02 19:35:00,224,1271,721,569,384,553,472,896,869,471,863,1018,175,809,0,0,98,1,0,0,65,97,26,10,1,38,85,0,2,46,9,20,49,0,1,39,0,1,14,39,18,0,44,1,1,0
2020-01-02 19:40:00,204,1282,707,566,388,530,461,922,895,499,879,1036,171,808,0,0,127,0,0,0,81,77,19,16,0,24,83,0,3,24,3,23,63,0,1,22,0,0,17,19,10,0,40,0,0,0
2020-01-02 19:45:00,194,1295,704,560,388,503,463,937,913,532,912,1018,169,793,0,0,153,0,0,0,99,54,16,23,0,15,62,0,3,16,2,30,56,0,2,11,0,0,22,13,6,0,35,0,1,0
2020-01-02 19:50:00,189,1330,710,554,397,483,471,941,935,556,942,1014,168,768,0,0,161,0,0,0,108,30,11,24,0,12,49,0,1,14,0,26,46,0,1,6,1,0,16,4,3,0,29,0,0,0
2020-01-02 19:55:00,186,1375,710,554,406,469,492,950,948,582,968,1005,168,741,0,0,148,0,0,0,98,18,11,18,0,6,28,0,0,15,0,20,31,0,1,4,0,1,12,0,1,1,33,0,0,0
2020-01-02 20:00:00,182,1416,711,551,406,465,490,954,964,594,988,993,158,705,0,0,125,0,0,0,95,12,22,10,0,4,21,0,3,29,6,16,25,0,0,3,3,4,9,2,6,1,27,0,0,0
2020-01-02 20:05:00,171,1444,708,542,403,461,489,963,979,603,998,993,118,683,0,0,97,2,0,0,72,17,32,4,0,4,14,2,14,44,15,9,22,1,1,13,2,20,5,1,30,0,21,2,0,1
2020-01-02 20:10:00,174,1469,710,549,395,471,483,979,987,605,1011,982,71,673,0,0,67,2,0,0,54,24,32,1,0,3,13,5,20,48,21,6,13,2,0,11,7,29,9,1,44,0,19,4,0,6
2020-01-02 20:15:00,183,1477,735,557,389,475,492,999,998,609,1019,977,50,671,0,0,48,2,0,0,36,28,34,0,0,3,16,6,14,46,27,3,9,1,0,18,2,15,4,3,33,0,15,2,1,3
2020-01-02 20:20:00,172,1483,743,571,388,484,492,1013,1005,612,1024,987,34,671,0,0,32,2,0,0,19,35,35,1,0,5,18,5,9,42,24,1,5,0,0,24,2,8,4,7,23,0,18,1,0,1
2020-01-02 20:25:00,159,1488,742,579,385,495,476,1032,1012,615,1028,997,23,686,0,0,25,0,0,0,13,34,23,3,1,6,25,3,6,42,17,2,5,0,0,21,0,5,2,10,18,0,19,1,1,1
2020-01-02 20:30:00,150,1489,738,587,386,501,467,1048,1023,623,1029,1004,15,701,0,0,22,0,0,0,11,32,14,3,2,6,26,2,4,34,12,1,10,0,0,14,0,3,5,7,13,0,18,0,0,0
2020-01-02 20:35:00,143,1496,739,593,385,496,457,1056,1031,629,1033,1011,11,708,0,0,23,0,0,0,15,30,9,3,2,10,30,1,2,23,6,3,8,0,0,10,0,2,5,7,7,0,15,0,0,1
2020-01-02 20:40:00,138,1500,739,594,385,493,453,1063,1041,640,1039,1014,9,714,0,0,26,0,0,0,19,23,5,4,1,9,29,0,2,16,3,4,7,0,0,7,0,1,4,5,3,0,10,0,0,0
2020-01-02 20:45:00,136,1505,737,594,386,488,450,1071,1046,649,1041,1014,8,707,0,0,28,0,0,0,27,19,5,4,0,5,27,0,3,7,1,6,11,0,1,3,0,0,6,3,2,0,10,0,0,0
2020-01-02 20:50:00,135,1508,738,594,386,484,452,1073,1051,659,1046,1013,8,700,0,0,36,0,0,0,26,12,5,4,0,3,21,0,3,5,0,7,12,0,0,2,0,0,5,1,1,0,10,0,0,0
2020-01-02 20:55:00,134,1519,739,588,388,481,457,1078,1056,669,1052,1010,8,692,0,0,35,0,0,0,24,8,2,3,0,0,18,0,2,6,0,5,11,0,1,1,0,0,3,0,0,0,10,0,0,0
2020-01-02 21:00:00,135,1525,738,590,389,478,460,1079,1061,676,1058,1010,8,685,0,0,32,0,0,0,22,6,4,2,0,1,12,0,0,6,0,4,7,0,0,0,0,0,3,1,0,0,8,0,0,0
2020-01-02 21:05:00,135,1531,738,589,392,477,464,1079,1066,680,1063,1011,8,680,0,0,27,0,0,0,15,4,7,1,0,2,10,0,0,8,0,1,5,0,1,0,0,0,0,0,0,0,6,0,0,0
2020-01-02 21:10:00,136,1541,735,591,393,475,462,1084,1069,687,1065,1011,8,678,0,0,17,0,0,0,12,3,5,0,0,1,5,0,0,10,0,0,4,0,0,0,0,0,2,0,0,0,6,0,0,0
2020-01-02 21:15:00,136,1545,736,593,393,475,461,1088,1072,688,1068,1010,8,675,0,0,11,0,0,0,8,2,6,0,0,0,6,0,0,12,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0
2020-01-02 21:20:00,136,1546,737,597,393,475,461,1090,1075,690,1069,1011,8,674,0,0,6,0,0,0,4,1,8,0,0,0,6,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
2020-01-02 21:25:00,136,1546,736,600,393,475,459,1094,1076,692,1069,1010,8,674,0,0,3,0,0,0,2,0,7,0,0,0,7,0,0,8,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0
2020-01-02 21:30:00,136,1545,737,600,393,475,457,1098,1077,694,1070,1010,8,673,0,0,2,0,0,0,1,0,5,0,0,0,9,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-01-02 21:35:00,136,1547,737,602,393,475,456,1101,1078,696,1071,1009,8,673,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-01-02 21:40:00,136,1546,738,605,393,475,455,1103,1078,699,1072,1009,8,673,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 21:45:00,136,1546,737,607,393,475,455,1103,1078,703,1072,1009,8,673,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-01-02 21:50:00,136,1546,737,608,393,475,455,1104,1078,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-01-02 21:55:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 22:00:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 22:05:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 22:10:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 22:15:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 22:20:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 22:25:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 22:30:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 22:35:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 22:40:00,136,1546,737,608,393,475,455,1104,1079,705,1072,1009,8,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
