,Bishan,CCK,Tampines,Woodlands,Tiong Bahru,Tuas,CBD,Punggol,Paya Lebar,Toa Payoh,Buona,Serangoon,Jurong,Town,Bishan->Serangoon,Serangoon->Bishan,Bishan->Woodlands,Woodlands->Bishan,Bishan->Toa Payoh,Toa Payoh->Bishan,Bishan->Buona,Buona->Bishan,Woodlands->CCK,CCK->Woodlands,CCK->Jurong,Jurong->CCK,Jurong->Tuas,Tuas->Jurong,Jurong->Buona,Buona->Jurong,Tiong Bahru->Serangoon,Serangoon->Tiong Bahru,Serangoon->Punggol,Punggol->Serangoon,Toa Payoh->Town,Town->Toa Payoh,Town->CBD,CBD->Town,Serangoon->Paya Lebar,Paya Lebar->Serangoon,CBD->Paya Lebar,Paya Lebar->CBD,Paya Lebar->Tampines,Tampines->Paya Lebar,Buona->Tiong Bahru,Tiong Bahru->Buona,Tiong Bahru->CBD,CBD->Tiong Bahru
2020-01-02 02:05:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:10:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:15:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:20:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:25:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:30:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:35:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:40:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:45:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:50:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:55:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:00:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:05:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:10:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:15:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:20:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:25:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:30:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:35:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:40:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:45:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:50:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:55:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:00:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:05:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:10:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:15:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:20:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:25:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:30:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:35:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:40:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:45:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:50:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:55:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:00:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:05:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:10:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:15:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:20:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:25:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:30:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:35:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:40:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:45:00,694,1097,1074,1555,387,701,9,1064,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:50:00,694,1097,1070,1555,387,695,9,1061,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2020-01-02 05:55:00,694,1097,1070,1555,387,693,9,1061,736,466,444,1028,608,137,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2020-01-02 06:00:00,694,1092,1065,1555,387,693,9,1061,740,466,444,1031,608,137,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2020-01-02 06:05:00,700,1092,1062,1555,387,677,9,1058,735,463,444,1028,614,137,0,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,8,0,0,0,0
2020-01-02 06:10:00,698,1083,1060,1560,387,669,9,1047,739,463,444,1027,610,136,0,0,0,0,0,0,3,0,0,9,0,0,0,24,6,0,0,0,0,14,0,0,1,0,0,0,0,6,0,5,0,0,0,0
2020-01-02 06:15:00,696,1069,1048,1550,386,669,15,1046,737,463,444,1030,607,136,0,0,0,10,0,0,5,0,0,22,1,0,0,24,9,0,1,0,0,12,0,0,0,0,0,4,0,2,0,14,0,0,0,0
2020-01-02 06:20:00,700,1069,1041,1553,389,652,13,1043,733,462,450,1041,622,136,0,0,0,11,0,0,6,0,5,13,1,0,0,25,4,0,1,0,0,4,0,0,0,0,0,2,0,5,0,19,0,0,0,0
2020-01-02 06:25:00,717,1053,1036,1541,388,647,11,1021,741,460,442,1026,611,136,0,0,0,27,0,0,9,4,14,16,0,0,0,22,21,2,1,0,0,25,0,0,0,0,0,1,0,7,0,12,5,4,0,0
2020-01-02 06:30:00,708,1042,1021,1517,383,646,13,1013,731,459,446,1022,598,129,0,0,13,50,0,0,11,6,10,27,5,0,0,23,33,2,8,0,0,30,0,2,5,0,0,16,0,4,0,20,2,5,0,0
2020-01-02 06:35:00,718,1039,1011,1519,383,627,21,1010,726,456,467,1055,613,127,0,0,22,51,0,0,11,7,4,14,14,0,0,25,17,3,7,0,0,11,0,2,0,0,0,5,0,6,0,25,2,2,0,0
2020-01-02 06:40:00,740,1018,1001,1494,380,619,16,985,735,450,456,1044,598,126,0,0,28,78,0,0,15,20,11,15,19,6,0,28,23,12,9,0,0,28,0,0,1,0,0,4,4,7,0,20,5,5,0,0
2020-01-02 06:45:00,747,1002,980,1460,372,616,20,969,721,442,448,1028,594,119,0,0,55,98,0,0,16,27,9,22,19,8,0,30,34,15,19,3,0,41,1,3,4,0,9,22,6,4,0,31,3,3,0,0
2020-01-02 06:50:00,748,1004,975,1464,364,601,27,959,726,437,460,1082,618,118,0,0,57,90,0,0,21,30,7,15,16,2,9,26,20,13,13,4,0,26,0,2,0,0,6,11,6,9,0,26,3,5,0,0
2020-01-02 06:55:00,757,974,959,1428,363,593,22,932,730,430,448,1077,602,117,0,0,60,107,0,0,26,46,33,25,20,15,15,26,23,20,14,5,20,37,0,0,1,0,4,8,10,16,8,21,4,4,0,0
2020-01-02 07:00:00,770,961,946,1398,349,591,23,911,703,423,435,1054,587,112,0,0,92,107,0,0,29,43,40,29,23,21,20,25,39,19,21,11,32,48,0,2,3,1,14,25,12,15,17,29,11,9,0,0
2020-01-02 07:05:00,778,986,948,1416,356,587,29,921,713,425,445,1092,603,112,0,0,95,92,0,0,32,39,21,17,19,10,21,23,32,16,15,10,21,31,0,1,0,0,15,15,9,9,17,19,4,6,0,0
2020-01-02 07:10:00,773,974,950,1392,359,589,26,914,713,426,447,1090,594,111,0,0,97,102,0,0,27,46,31,24,24,18,20,19,25,28,14,12,40,29,1,0,1,2,7,10,6,12,23,13,5,6,0,0
2020-01-02 07:15:00,785,966,949,1374,355,591,22,907,693,424,436,1052,581,111,0,0,115,95,0,0,30,39,40,28,23,23,25,20,29,31,15,14,57,35,4,2,1,0,21,18,8,12,30,16,12,11,0,0
2020-01-02 07:20:00,773,989,961,1406,360,593,33,930,700,430,443,1075,601,110,0,0,103,78,0,0,27,36,28,18,16,13,31,15,21,27,6,9,41,24,1,2,3,0,21,10,11,8,24,12,5,6,0,0
2020-01-02 07:25:00,759,994,971,1407,362,594,33,947,710,434,441,1078,592,108,0,0,95,73,0,0,24,34,36,21,14,18,37,15,15,30,2,10,44,17,1,2,1,0,8,9,13,11,19,8,9,4,0,0
2020-01-02 07:30:00,755,996,973,1403,369,602,29,955,699,434,430,1053,590,105,0,0,100,59,0,0,24,28,41,26,8,26,37,14,14,29,3,12,57,16,2,1,3,2,23,14,14,7,23,12,7,5,0,0
2020-01-02 07:35:00,741,1029,980,1434,374,616,30,978,716,438,437,1050,599,108,0,0,91,46,0,0,17,22,22,14,5,15,37,8,7,23,1,13,47,13,0,0,1,1,23,6,13,4,22,10,3,6,0,0
2020-01-02 07:40:00,715,1036,990,1451,373,624,25,1001,730,444,437,1040,592,107,0,0,78,37,0,0,14,15,24,18,9,15,36,7,6,24,1,14,47,11,0,2,0,0,16,6,14,4,25,6,2,4,0,0
2020-01-02 07:45:00,705,1028,989,1463,372,625,20,1013,733,451,433,1029,590,106,0,0,65,23,0,0,10,12,29,25,13,16,37,14,6,24,1,11,53,12,0,1,0,1,15,7,15,2,30,13,2,6,0,0
2020-01-02 07:50:00,703,1046,1000,1485,374,628,15,1036,738,453,440,1024,602,106,0,0,45,13,0,0,7,7,25,20,9,9,26,25,2,16,0,6,45,12,3,0,1,2,9,6,11,1,29,15,1,5,0,0
2020-01-02 07:55:00,706,1040,1011,1507,377,632,13,1060,751,450,443,1021,612,111,0,0,27,5,0,0,4,4,23,28,5,8,21,28,2,12,0,2,36,6,2,0,0,1,7,1,7,1,26,8,0,2,0,0
2020-01-02 08:00:00,700,1050,1014,1522,379,630,9,1068,748,453,441,1013,621,113,0,0,16,4,0,0,4,4,16,27,3,3,12,32,8,11,0,0,24,13,1,0,1,3,6,3,3,7,21,15,1,1,0,0
2020-01-02 08:05:00,699,1037,989,1530,381,599,8,1056,747,455,443,1004,628,117,0,0,7,19,0,0,12,2,9,22,12,1,7,55,20,6,0,0,12,40,0,0,0,0,4,0,2,13,16,48,0,0,0,0
2020-01-02 08:10:00,695,990,970,1439,382,546,12,1032,755,453,450,1013,616,117,0,0,5,115,0,0,20,1,7,27,52,1,3,107,36,1,1,0,4,60,1,0,0,0,0,0,2,11,10,65,1,0,0,0
2020-01-02 08:15:00,707,915,942,1236,386,471,15,1002,779,449,457,1026,632,117,0,0,2,313,0,0,28,0,26,23,109,0,1,171,32,1,1,0,0,66,0,0,1,0,0,0,0,18,4,63,6,1,0,0
2020-01-02 08:20:00,748,801,881,999,392,391,16,925,759,438,466,1015,674,114,0,0,0,500,0,0,40,2,86,19,178,0,1,215,44,1,1,0,0,111,0,0,3,0,0,0,0,62,1,99,14,4,0,0
2020-01-02 08:25:00,773,690,776,781,401,332,31,765,746,426,462,997,718,107,0,0,0,652,0,0,87,3,123,15,236,0,1,217,117,6,2,0,0,237,1,0,7,0,0,5,1,90,1,170,19,5,0,0
2020-01-02 08:30:00,775,650,673,627,411,282,85,597,757,409,483,1030,775,104,0,0,0,776,0,0,138,8,98,11,226,0,1,190,212,15,3,0,0,328,0,0,4,0,4,6,4,90,0,209,14,5,0,0
2020-01-02 08:35:00,795,584,523,503,428,238,106,482,782,391,534,1074,766,97,0,0,1,841,0,0,205,16,87,6,228,3,1,154,343,21,8,13,0,283,4,0,7,0,44,3,11,130,0,254,25,9,0,0
2020-01-02 08:40:00,785,502,381,415,440,210,128,406,793,408,591,842,653,97,0,0,7,809,0,0,303,26,93,0,281,7,2,123,459,23,13,52,1,324,40,1,3,0,147,6,19,214,2,292,72,30,0,0
2020-01-02 08:45:00,608,457,296,356,483,186,177,366,848,400,528,740,602,126,0,0,11,841,0,0,380,33,73,2,265,7,9,97,671,34,15,99,4,238,84,0,11,0,152,1,28,315,9,286,117,45,0,0
2020-01-02 08:50:00,498,414,244,323,547,164,293,332,834,358,506,626,565,177,0,0,15,860,0,0,415,34,41,4,234,4,26,75,822,86,14,147,7,151,117,0,33,11,127,4,35,441,27,235,104,50,0,0
2020-01-02 08:55:00,558,360,217,310,563,152,287,316,751,321,410,505,468,242,0,0,21,712,0,0,486,29,23,7,244,2,43,60,977,159,9,160,11,94,119,0,63,57,116,8,31,735,49,165,90,70,0,0
2020-01-02 09:00:00,438,314,220,307,538,151,427,310,677,333,443,458,502,321,0,0,19,690,0,0,460,23,12,9,192,1,51,44,1079,169,4,154,15,29,111,0,97,57,80,16,28,913,63,91,78,76,0,0
2020-01-02 09:05:00,345,285,242,311,521,164,533,311,581,311,455,383,608,395,0,0,15,680,0,0,472,17,5,5,108,0,47,26,1119,161,1,124,13,16,126,0,94,79,77,4,27,1116,75,24,67,57,0,0
2020-01-02 09:10:00,271,261,270,316,516,180,651,316,481,260,572,339,648,516,0,0,11,680,0,0,405,12,5,6,61,0,39,15,1115,142,0,88,9,9,116,0,84,68,42,10,19,1259,70,13,77,48,0,0
2020-01-02 09:15:00,405,249,308,323,520,194,815,319,395,212,624,309,711,625,0,0,5,492,0,0,398,10,4,5,36,1,32,8,1042,110,0,73,8,5,92,0,75,51,33,6,13,1302,57,9,92,32,0,0
2020-01-02 09:20:00,383,244,336,331,569,206,896,323,338,251,638,301,748,704,0,0,2,392,0,0,272,5,2,1,21,1,22,5,1082,90,0,47,9,2,69,0,64,41,18,3,9,1378,52,4,115,26,0,0
2020-01-02 09:25:00,405,240,364,331,620,217,1145,326,299,262,846,297,803,768,0,0,2,251,0,0,140,3,1,1,13,0,14,2,956,70,0,38,6,1,89,0,46,26,18,2,3,1273,43,1,58,20,0,0
2020-01-02 09:30:00,456,237,387,332,617,225,1321,331,285,270,891,307,833,843,0,0,2,69,0,0,62,2,0,0,10,0,7,1,896,65,0,37,2,1,94,0,40,38,7,0,1,1187,33,1,98,12,0,0
2020-01-02 09:35:00,359,235,406,333,658,228,1424,332,268,277,982,334,869,928,0,0,2,11,0,0,23,1,0,1,5,0,4,0,768,45,0,36,3,0,99,0,47,36,10,0,1,1157,24,1,80,13,0,0
2020-01-02 09:40:00,267,234,420,334,671,231,1627,333,270,241,1031,340,897,1009,0,0,1,0,0,0,13,1,0,1,2,0,2,0,633,27,0,37,4,0,102,0,54,23,22,0,0,1045,17,0,101,10,0,0
2020-01-02 09:45:00,212,233,430,335,722,232,1838,335,283,197,1095,329,914,1081,0,0,1,0,0,0,4,1,0,0,2,0,1,0,491,13,0,33,4,0,84,0,53,28,20,0,0,913,13,0,95,8,0,0
2020-01-02 09:50:00,182,233,437,335,754,232,2037,337,297,153,1266,325,926,1132,0,0,1,0,0,0,1,2,0,0,1,0,1,0,245,2,0,24,2,0,62,0,61,27,14,0,0,807,12,0,85,7,0,0
2020-01-02 09:55:00,168,233,443,336,779,233,2284,339,306,125,1398,316,929,1165,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30,1,0,15,1,0,40,0,56,19,9,0,2,664,11,0,90,6,0,0
2020-01-02 10:00:00,164,233,449,336,815,233,2596,339,309,104,1370,314,929,1186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,8,1,0,26,0,38,16,1,0,3,446,11,0,63,7,0,0
2020-01-02 10:05:00,162,233,454,336,823,233,2924,340,310,89,1356,314,930,1200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,16,0,28,24,0,0,2,184,8,0,20,6,0,0
2020-01-02 10:10:00,163,233,460,336,808,233,3146,340,311,81,1357,313,931,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,8,0,18,16,1,0,1,6,2,0,5,5,0,0
2020-01-02 10:15:00,163,233,462,336,780,233,3184,340,313,77,1360,313,932,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,9,10,0,0,0,0,0,0,1,10,0,0
2020-01-02 10:20:00,163,233,462,336,766,233,3200,340,312,75,1370,313,932,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,6,5,0,0,0,0,1,0,0,4,0,0
2020-01-02 10:25:00,163,233,462,336,762,233,3211,340,312,74,1373,313,933,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0
2020-01-02 10:30:00,163,233,463,336,761,233,3213,340,312,73,1373,313,933,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
2020-01-02 10:35:00,163,233,463,336,761,233,3214,340,312,73,1374,313,934,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 10:40:00,163,233,463,336,761,233,3214,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 10:45:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 10:50:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 10:55:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:00:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:05:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:10:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:15:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:20:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:25:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:30:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:35:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:40:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:45:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:50:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 11:55:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 12:00:00,163,233,463,336,761,233,3215,340,312,73,1374,313,934,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
